Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Date,Category
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-48,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-49,1,1,0:00:25,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-50,1,1,0:00:04,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-51,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-52,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-53,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-54,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-55,1,1,0:00:04,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-56,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-57,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-58,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-59,1,1,0:00:46,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-6,1,1,0:00:07,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-7,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-8,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:24,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-1,1,1,0:00:10,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-10,1,1,0:00:07,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-11,1,1,0:00:13,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-12,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-13,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-15,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-16,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-17,1,1,0:00:05,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-19,1,1,0:00:06,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-2,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-20,1,1,0:00:04,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-22,1,1,0:00:05,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-23,1,1,0:00:16,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-24,1,1,0:00:11,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-25,1,1,0:00:10,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-26,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-27,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-28,1,1,0:00:11,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-3,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-31,1,1,0:00:15,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-32,1,1,0:00:08,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-33,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-34,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-36,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-37,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-39,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-4,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-40,1,1,0:00:13,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-41,1,1,0:00:07,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-42,1,1,0:00:10,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-43,1,1,0:00:55,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-44,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-47,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-49,1,1,0:00:09,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-5,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-50,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-51,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-53,1,1,0:00:15,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-57,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-58,1,1,0:00:04,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-59,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-6,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-60,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-61,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-62,1,1,0:00:08,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-63,1,1,0:00:04,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-64,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-66,1,1,0:00:05,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-69,1,1,0:00:06,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-7,1,1,0:00:12,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-71,1,1,0:00:08,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-72,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-73,1,1,0:00:04,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-75,1,1,0:00:10,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-76,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-77,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-78,1,1,0:00:08,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-79,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-80,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-81,1,1,0:00:04,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-82,1,1,0:00:03,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-83,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-84,1,1,0:00:04,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-85,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-86,1,1,0:00:13,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-87,1,1,0:00:02,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-90,1,1,0:00:04,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-92,1,1,0:00:01,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-93,1,1,0:00:06,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-95,1,1,0:00:58,0,0.00%,0.00%,2017-06-01,Exclude
/?customize_changeset_uuid=f6c6a4ed-6e85-496a-ab57-f4dbafc6d733&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:16,1,0.00%,0.00%,2017-07-01,Exclude
