Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Date,Category
/?customize_changeset_uuid=85a5a393-c501-4c7b-bf53-9ef4b6a54506&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:06,0,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=85a5a393-c501-4c7b-bf53-9ef4b6a54506&customize_theme=aurora&customize_messenger_channel=preview-1&customize_autosaved=on,1,1,0:00:07,0,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=99307602-ab6b-4c48-91ee-fff4886b818d&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:00,0,0.00%,100.00%,2019-11-01,Exclude
/?customize_changeset_uuid=9c559a0e-e819-4577-aba8-55ca13854e0d&customize_theme=aurora&customize_messenger_channel=preview-0,2,1,0:00:31,0,0.00%,0.00%,2019-10-01,Exclude
/?customize_changeset_uuid=a46df738-d685-4b7f-998e-bff8ae1c1ba5&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:15,0,0.00%,0.00%,2019-10-01,Exclude
/?customize_changeset_uuid=a5039d28-7759-41dc-a657-e369a3f61cea&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:01:54,1,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=a7647389-8936-4f8a-bac0-7fe0ce83575a&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:07:52,0,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=ae47e3a9-9fe9-487e-aea3-d0b33601616c&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:05:11,0,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=b357d64d-1bdc-435a-9b4f-81152b2157e4&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:31,0,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=b708301b-ebf2-4105-a00b-7039feca76d4&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:53,0,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=bd5c2eb6-2bca-4cd5-9340-a504f14a0a62&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:08,0,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=bd5c2eb6-2bca-4cd5-9340-a504f14a0a62&customize_theme=aurora&customize_messenger_channel=preview-1&customize_autosaved=on,1,1,0:00:05,0,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=d3ea077a-942a-4c36-8d86-6bf264d3e8ac&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:12:18,0,0.00%,0.00%,2019-10-01,Exclude
/?customize_changeset_uuid=d6bf0920-d7a7-4e62-a7ad-2ed3d779b38a&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:15:53,0,0.00%,0.00%,2019-10-01,Exclude
/?customize_changeset_uuid=e001f1df-ff84-4afd-a8ef-e7f25641f823&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:01:08,0,0.00%,0.00%,2019-11-01,Exclude
/?customize_changeset_uuid=e517aae2-6cf6-4739-91e5-d51fa3334019&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:30,0,0.00%,0.00%,2019-10-01,Exclude
/?customize_changeset_uuid=e8055e03-0282-4758-8354-6696aad39dec&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:08,0,0.00%,0.00%,2019-11-01,Exclude
/?fbclid=IwAR05B_ALM-MduWX-mytyNX8QSw1nx_T1YX0TBO1N5mdgjRoM3Il4ibFaLfE,1,1,0:00:00,1,100.00%,100.00%,2019-10-01,Home
/?fbclid=IwAR08Pz8ZSg7fYmou4drfFFtt55Pvi75C8r4rk25JK-XrVu82S1MZeDnQ_zQ,1,1,0:00:00,1,100.00%,100.00%,2019-07-01,Home
/?fbclid=IwAR0BuE5ZL7OkVJPrcTsIV-f0usrl8sVAJ9lFwR6B-7tny-Lpq5hJByInBZk,1,1,0:00:00,1,100.00%,100.00%,2019-11-01,Home
/?fbclid=IwAR0kNGaBeoaJJGcbQbxceBGrChcqa2Vw1tITuMX6w7bLacAQPbO03HGaOo8,1,1,0:00:00,1,100.00%,100.00%,2019-08-01,Home
/?fbclid=IwAR0Sp3TtMwcQvmMrfli6LV3vXb0I8nqv4E0whmmPMcZ_bz6Oc-OsvOj-_1k,1,1,0:00:00,1,100.00%,100.00%,2019-11-01,Home
/?fbclid=IwAR0TfisJPSu6Z1CFXsUWbbcpHCMLP9_LIdk4z0g35HUspM4Z1Oo9L7kIbf4,1,1,0:00:00,1,100.00%,100.00%,2019-06-01,Home
/?fbclid=IwAR1BJuS_a2UOZdkZGLErpRQYJM5sBq_igajdsV_XiUX-JLdeizoT_ZvjoHE,1,1,0:00:00,1,100.00%,100.00%,2019-09-01,Home
/?fbclid=IwAR1Fob7UgiG1O16DFTUy_S-BaPvehCt4mQPrStDKoBmP5R_YJ8bqPSU6upU,1,1,0:00:00,1,100.00%,100.00%,2019-10-01,Home
/?fbclid=IwAR1NAVAuRZqwoi29hR4NoNC8QeJmC_ZOASt3vVfuDkrzTwONjQCcsyM7v8s,2,2,0:00:00,2,100.00%,100.00%,2019-01-01,Home
/?fbclid=IwAR2dX8OYo1lroEgzIYWjv7dqA2n5OCG5NvJ0vdZJjL0iZ2r2rCPL50R6P0k,1,1,0:00:00,1,100.00%,100.00%,2019-03-01,Home
/?fbclid=IwAR2n6f0Xf3GQMxdrjaUdXQZBSAwjwLzmclPXPISEwY1kJC4ww8Ye8zZWNNg,1,1,0:00:00,1,100.00%,100.00%,2019-12-01,Home
/?fbclid=IwAR2QdSQUhEncyCuNNoz_G3qqUxsDY_bhGEWUZ3Vvy3jU-fz3V4uIO4htenI,1,1,0:00:00,1,100.00%,100.00%,2019-06-01,Home
/?fbclid=IwAR2ViGKg6UwlMjZLZRQoJNg6Wub4ZUFyoWEOqbsVoBjHuoarI7bivzzcraQ,1,1,0:00:00,1,100.00%,100.00%,2019-01-01,Home
/?fbclid=IwAR34VKK3L0DIuC-B0pvMwV7-vqt9tRV2nN9yRgGrIZ7nyo9tp6Ec3HYeqGQ,1,1,0:00:00,1,100.00%,100.00%,2019-08-01,Home
/?fbclid=IwAR39hf7e2S4OrglbvIz7EW9acyowlZ1ndK7wm51MQnQJhws8vqBHni8dY30,1,1,0:00:00,1,100.00%,100.00%,2019-02-01,Home
/?fbclid=IwAR3dxkFuyJqizuxAvQNuZIncvpw-Zip61XxnDmorPx73KrYJrJCN5QeqkuA,1,1,0:00:00,1,100.00%,100.00%,2019-07-01,Home
/?fbclid=IwAR3G2EwQECt5iyk0Gqafwtk5aUJBE7UAQJOzDa5fuyVKf5QNhz_5c-rtVnk,1,1,0:00:00,1,100.00%,100.00%,2019-09-01,Home
/?fbclid=IwAR3HUWXGI9lBZmm-GrDfPcwcZc2WYMPrExcBvqnVILIUihJpQuKurBYBULc,1,1,0:00:00,1,100.00%,100.00%,2019-05-01,Home
/?fbclid=IwAR3pbY1xad7uBFB4NZB1ylkeIQEZxvIB_KNLqg8mDOK8ppSEnobpTl0JSSM,1,1,0:00:00,1,100.00%,100.00%,2019-01-01,Home
/?p=1512&preview=true,2,1,0:00:13,0,0.00%,0.00%,2019-01-01,Exclude
/?p=1561&preview=true,1,1,0:00:45,0,0.00%,0.00%,2019-07-01,Exclude
/?p=1679&preview=true,6,1,0:04:13,0,0.00%,0.00%,2019-11-01,Exclude
/?p=1695&preview=true,1,1,0:01:40,0,0.00%,0.00%,2019-11-01,Exclude
/?p=1798&preview=true,1,1,0:00:17,1,0.00%,0.00%,2019-12-01,Exclude
/?page_id=1533,10,8,0:00:14,0,0.00%,30.00%,2019-07-01,Team
/?page_id=1533,16,13,0:00:14,0,0.00%,25.00%,2019-08-01,Team
/?page_id=1533,4,3,0:01:02,0,0.00%,0.00%,2019-09-01,Team
/?page_id=1533&preview=true,1,1,0:00:20,0,0.00%,0.00%,2019-07-01,Exclude
/?page_id=1538&preview=true,1,1,0:00:38,0,0.00%,0.00%,2019-04-01,Exclude
/?page_id=609,2,2,0:02:13,0,0.00%,0.00%,2019-11-01,Exclude
/?preview_id=406&preview_nonce=01668a5608&_thumbnail_id=-1&preview=true,1,1,0:00:00,0,0.00%,100.00%,2019-05-01,Exclude
/?preview_id=406&preview_nonce=196ed586ad&_thumbnail_id=-1&preview=true,18,2,0:00:54,1,0.00%,0.00%,2019-07-01,Exclude
/?preview_id=406&preview_nonce=1f58da2b55&_thumbnail_id=-1&preview=true,2,1,0:00:29,0,0.00%,0.00%,2019-07-01,Exclude
/?preview_id=406&preview_nonce=4b6cc62db9&_thumbnail_id=-1&preview=true,1,1,0:00:19,0,0.00%,0.00%,2019-10-01,Exclude
/?preview_id=406&preview_nonce=5ae00e2057&_thumbnail_id=-1&preview=true,2,1,0:00:33,0,0.00%,0.00%,2019-08-01,Exclude
/?preview_id=406&preview_nonce=d698b4aca8&_thumbnail_id=-1&preview=true,1,1,0:00:14,0,0.00%,0.00%,2019-04-01,Exclude
/?preview_id=406&preview_nonce=e44bca43ca&_thumbnail_id=-1&preview=true,3,1,0:00:23,0,0.00%,0.00%,2019-09-01,Exclude
/?s=,3,3,0:00:14,2,100.00%,66.67%,2019-06-01,Cathome
/?s=A+Contribution+to+the+Thermal+State+of+Permafrost+in+Norway+and+Svalbard,1,1,0:00:06,0,0.00%,0.00%,2019-03-01,Cathome
/?s=api,1,1,0:00:25,0,0.00%,0.00%,2019-04-01,Cathome
/?s=bouy,2,1,0:00:04,0,0.00%,0.00%,2019-02-01,Cathome
/?s=CALON,1,1,0:00:07,0,0.00%,0.00%,2019-04-01,Cathome
/?s=cetacean+occurrence,1,1,0:00:20,0,0.00%,0.00%,2019-08-01,Cathome
/?s=Circum-Arctic+Lake+Observation+Network+,1,1,0:00:03,0,0.00%,0.00%,2019-04-01,Cathome
/?s=collaborative_research_spatial_and_temporal_influences_of_thermokarst_failures_on_surface_processes_in_arctic_landscapes,1,1,0:01:09,0,0.00%,0.00%,2019-12-01,Cathome
/?s=Data+scientist,1,1,0:00:23,0,0.00%,0.00%,2019-07-01,Cathome
/?s=Deadhorse,1,1,0:00:00,0,0.00%,100.00%,2019-08-01,Cathome
/?s=Deming,1,1,0:00:08,0,0.00%,0.00%,2019-04-01,Cathome
/?s=developer,1,1,0:00:04,0,0.00%,0.00%,2019-04-01,Cathome
/?s=INI,1,1,0:00:13,0,0.00%,0.00%,2019-04-01,Cathome
/?s=krill,1,1,0:00:24,0,0.00%,0.00%,2019-01-01,Cathome
/?s=livengood,1,1,0:00:12,0,0.00%,0.00%,2019-10-01,Cathome
/?s=matrai,1,1,0:00:08,0,0.00%,0.00%,2019-02-01,Cathome
/?s=Matrai,1,1,0:00:07,0,0.00%,0.00%,2019-02-01,Cathome
/?s=Matrai,1,1,0:00:06,0,0.00%,0.00%,2019-10-01,Cathome
/?s=nunavut,1,1,0:00:00,0,0.00%,100.00%,2019-06-01,Cathome
/?s=O-Buoy,2,1,0:00:05,0,0.00%,0.00%,2019-06-01,Cathome
/?s=o-buoy,1,1,0:00:00,0,0.00%,100.00%,2019-06-01,Cathome
/?s=pingo,1,1,0:00:00,0,0.00%,100.00%,2019-03-01,Cathome
/?s=restful,1,1,0:00:03,0,0.00%,0.00%,2019-04-01,Cathome
/?s=Temperature+dataset,1,1,0:00:13,0,0.00%,0.00%,2019-03-01,Cathome
/?s=TSP+Norway,3,3,0:00:00,2,100.00%,100.00%,2019-03-01,Cathome
/?s=tutorial,1,1,0:00:02,0,0.00%,0.00%,2019-05-01,Cathome
"/?s=Variability+in+the+meteoric+water,+sea‐ice+melt,+and+Pacific+water+contributions+to+the+central+Arctic+Ocean,+2000–2014",1,1,0:00:14,0,0.00%,0.00%,2019-10-01,Cathome
/...<a id=,2,1,0:00:13,1,0.00%,50.00%,2019-04-01,Cathome
/@admin/login.php,1,1,0:00:00,1,100.00%,100.00%,2019-06-01,Exclude
/$ma.cfg,1,1,0:00:00,1,100.00%,100.00%,2019-12-01,Cathome
/104271a5-aa7e-4e75-b18c-fc1247022b81,1,1,0:00:00,1,100.00%,100.00%,2019-08-01,Dataset
/2018-data-science-training-for-arctic-researchers/,17,16,0:01:01,14,57.14%,52.94%,2019-01-01,Training
/2018-data-science-training-for-arctic-researchers/,7,7,0:00:06,6,0.00%,14.29%,2019-02-01,Training
/2018-data-science-training-for-arctic-researchers/,7,7,0:04:26,5,80.00%,57.14%,2019-03-01,Training
/2018-data-science-training-for-arctic-researchers/,9,9,0:00:53,8,87.50%,77.78%,2019-04-01,Training
/2018-data-science-training-for-arctic-researchers/,7,7,0:04:05,6,50.00%,42.86%,2019-05-01,Training
/2018-data-science-training-for-arctic-researchers/,4,3,0:00:09,0,0.00%,0.00%,2019-06-01,Training
/2018-data-science-training-for-arctic-researchers/,2,2,0:00:00,2,100.00%,100.00%,2019-07-01,Training
/2018-data-science-training-for-arctic-researchers/,4,4,0:03:57,4,75.00%,75.00%,2019-08-01,Training
/2018-data-science-training-for-arctic-researchers/,2,2,0:00:00,2,100.00%,100.00%,2019-09-01,Training
/2018-data-science-training-for-arctic-researchers/,2,2,0:00:00,2,100.00%,100.00%,2019-10-01,Training
/2018-data-science-training-for-arctic-researchers/,1,1,0:00:00,1,100.00%,100.00%,2019-11-01,Training
/2018-data-science-training-for-arctic-researchers/,2,2,0:00:12,0,0.00%,0.00%,2019-12-01,Training
/2bcd039e-5adb-4c11-9740-e6e957df5205,1,1,0:00:09,1,0.00%,0.00%,2019-08-01,Dataset
/8db9ebe9-4019-49c2-b488-e84c86637add,1,1,0:00:00,0,0.00%,100.00%,2019-03-01,Dataset
/about/,65,56,0:03:07,19,63.16%,44.62%,2019-01-01,About
/about/,81,66,0:01:52,23,73.91%,51.85%,2019-02-01,About
/about/,53,49,0:00:42,17,58.82%,49.06%,2019-03-01,About
/about/,75,62,0:01:26,16,62.50%,40.00%,2019-04-01,About
/about/,58,57,0:01:38,23,65.22%,56.90%,2019-05-01,About
/about/,71,56,0:02:34,18,66.67%,40.85%,2019-06-01,About
/about/,62,53,0:01:18,18,72.22%,40.32%,2019-07-01,About
/about/,57,49,0:02:27,16,75.00%,56.14%,2019-08-01,About
/about/,62,54,0:02:52,19,47.37%,37.10%,2019-09-01,About
/about/,74,67,0:01:25,20,40.00%,41.89%,2019-10-01,About
/about/,85,70,0:02:16,25,50.00%,42.35%,2019-11-01,About
/about/,30,30,0:05:00,9,88.89%,66.67%,2019-12-01,About
/about/?customize_changeset_uuid=164e3c5d-e517-4314-b033-3dc3f73d2948&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:08,0,0.00%,0.00%,2019-11-01,Exclude
/about/?customize_changeset_uuid=164e3c5d-e517-4314-b033-3dc3f73d2948&customize_theme=aurora&customize_messenger_channel=preview-1&customize_autosaved=on,1,1,0:00:15,0,0.00%,0.00%,2019-11-01,Exclude
/about/?customize_changeset_uuid=f48ab0fe-6173-4cb6-a023-883e02f82672&customize_theme=aurora&customize_messenger_channel=preview-2&customize_autosaved=on,1,1,0:00:10,0,0.00%,0.00%,2019-11-01,Exclude
/about/cadis/related-links.htm,1,1,0:00:00,1,100.00%,100.00%,2019-06-01,About
/american-geophysical-union-2018-fall-meeting/,4,4,0:00:07,3,100.00%,75.00%,2019-03-01,Blog
/american-geophysical-union-2018-fall-meeting/,1,1,0:00:00,1,100.00%,100.00%,2019-04-01,Blog
/american-geophysical-union-2018-fall-meeting/,2,2,0:00:00,2,100.00%,100.00%,2019-05-01,Blog
/american-geophysical-union-2018-fall-meeting/,2,2,0:00:41,1,100.00%,50.00%,2019-06-01,Blog
/american-geophysical-union-2018-fall-meeting/,3,3,0:00:00,3,100.00%,100.00%,2019-08-01,Blog
/american-geophysical-union-2018-fall-meeting/,1,1,0:00:02,1,0.00%,0.00%,2019-09-01,Blog
/american-geophysical-union-2018-fall-meeting/,1,1,0:02:06,0,0.00%,0.00%,2019-11-01,Blog
/and,2,1,0:00:41,1,0.00%,50.00%,2019-10-01,Exclude
/apex/f?p=nessuscheck,7,7,0:00:00,7,100.00%,100.00%,2019-07-01,Exclude
/api,3,1,0:00:05,0,0.00%,0.00%,2019-04-01,API
/app.php?_=15626e0556f80,3,3,0:00:00,3,100.00%,100.00%,2019-08-01,Exclude
/arctic,1,1,0:00:09,0,0.00%,0.00%,2019-03-01,Exclude
/arcticdatautils,1,1,0:00:00,0,0.00%,100.00%,2019-10-01,Exclude
/axis2/services/cupmservice/ping,2,2,0:00:00,2,100.00%,100.00%,2019-12-01,Exclude
/bbs.php,2,2,0:00:00,2,100.00%,100.00%,2019-12-01,Exclude
/blob:https:/arcticdata.io/e97082d0-b473-4ed1-924b-f4bc288af1f6,1,1,0:00:00,0,0.00%,100.00%,2019-11-01,Dataset
/blog/,159,30,0:01:44,21,19.05%,10.69%,2019-11-01,Blog
/blog/?customize_changeset_uuid=2e8b1344-f200-40c3-8ddc-1c15efaacf25&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:09,0,0.00%,0.00%,2019-11-01,Exclude
/blog/?customize_changeset_uuid=eea51072-f8ff-4386-b855-ddbd60bf2c91&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:21,0,0.00%,0.00%,2019-11-01,Exclude
/blog/?customize_changeset_uuid=fd7e7485-e634-4665-b21a-8e2ea8fe0dba&customize_theme=aurora&customize_messenger_channel=preview-0,1,1,0:00:18,0,0.00%,0.00%,2019-11-01,Exclude
/blog/?preview_id=1648&preview_nonce=eb7dcabf10&_thumbnail_id=-1&preview=true,1,1,0:00:22,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2018/03/dataset-highlight-data-provenance-and-arctic-soil-bacteria/,3,2,0:01:00,0,0.00%,33.33%,2019-11-01,Blog
/blog/2018/03/dataset-highlight-data-provenance-and-arctic-soil-bacteria/,3,3,0:00:23,3,66.67%,66.67%,2019-12-01,Blog
/blog/2018/04/dataset-highlight-dissolved-organic-carbon-with-dr-rose-cory/,2,2,0:03:15,0,0.00%,0.00%,2019-11-01,Blog
/blog/2018/04/dataset-highlight-dissolved-organic-carbon-with-dr-rose-cory/,2,2,0:00:00,2,100.00%,100.00%,2019-12-01,Blog
/blog/2018/06/dataset-highlight-subsistence-harvests-in-alaskan-communities-along-the-bering-sea-with-dr-james-fall/?preview_id=1699&preview_nonce=574071c605&post_format=standard&_thumbnail_id=1207&preview=true,1,1,0:01:19,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2018/07/dataset-highlight-investigating-rotten-ice-with-dr-karen-junge/,3,2,0:02:30,0,0.00%,0.00%,2019-11-01,Blog
/blog/2018/07/dataset-highlight-investigating-rotten-ice-with-dr-karen-junge/,8,8,0:00:10,8,87.50%,87.50%,2019-12-01,Blog
/blog/2018/08/dataset-highlight-phenological-mismatch-in-the-arctic-with-dr-kathy-kelsey/,1,1,0:00:06,0,0.00%,0.00%,2019-12-01,Blog
/blog/2018/10/dataset-highlight-discovering-the-connections-between-mountain-glaciers-and-arctic-groundwater-with-dr-anna-liljedahl/,4,2,0:05:38,0,0.00%,0.00%,2019-11-01,Blog
/blog/2018/10/dataset-highlight-discovering-the-connections-between-mountain-glaciers-and-arctic-groundwater-with-dr-anna-liljedahl/,1,1,0:00:00,1,100.00%,100.00%,2019-12-01,Blog
/blog/2018/10/dataset-highlight-exploring-the-energy-clouds-atmosphere-and-precipitation-in-summit-greenland-through-icecaps-with-dr-matthew-shupe/,3,3,0:01:13,0,0.00%,33.33%,2019-11-01,Blog
/blog/2018/10/dataset-highlight-exploring-the-energy-clouds-atmosphere-and-precipitation-in-summit-greenland-through-icecaps-with-dr-matthew-shupe/,1,1,0:00:00,1,100.00%,100.00%,2019-12-01,Blog
/blog/2019/05/dataset-highlight-learning-from-the-hunters-in-savoonga-with-dr-henry-huntington/,11,7,0:02:08,0,0.00%,0.00%,2019-11-01,Blog
/blog/2019/05/dataset-highlight-learning-from-the-hunters-in-savoonga-with-dr-henry-huntington/,4,4,0:00:16,3,100.00%,75.00%,2019-12-01,Blog
/blog/2019/11/1668/,1,1,0:00:08,0,0.00%,0.00%,2019-11-01,Blog
/blog/2019/11/1668/?preview_id=1668&preview_nonce=5e50507018&post_format=standard&_thumbnail_id=-1&preview=true,3,1,0:00:31,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2019/11/1668/?preview_id=1668&preview_nonce=5e50507018&post_format=standard&_thumbnail_id=1125&preview=true,1,1,0:00:08,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2019/11/1668/?preview_id=1668&preview_nonce=fe5ea87112&post_format=gallery&_thumbnail_id=-1&preview=true,2,1,0:00:09,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2019/11/1668/?preview_id=1668&preview_nonce=fe5ea87112&post_format=quote&_thumbnail_id=-1&preview=true,1,1,0:02:30,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2019/11/1668/?preview_id=1668&preview_nonce=fe5ea87112&post_format=standard&_thumbnail_id=-1&preview=true,3,1,0:00:31,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2019/11/arctic-data-cent…science-training/,3,1,0:00:35,0,0.00%,0.00%,2019-11-01,Blog
/blog/2019/11/arctic-data-centers-data-science-training/,60,33,0:01:58,20,85.00%,43.33%,2019-11-01,Blog
/blog/2019/11/arctic-data-centers-data-science-training/,16,15,0:02:10,10,80.00%,68.75%,2019-12-01,Blog
/blog/2019/11/arctic-data-centers-data-science-training/?preview_id=1679&preview_nonce=404259cb52&post_format=standard&_thumbnail_id=1782&preview=true,1,1,0:00:00,1,100.00%,100.00%,2019-11-01,Exclude
/blog/2019/11/arctic-data-centers-data-science-training/?preview_id=1679&preview_nonce=858371211b&post_format=standard&_thumbnail_id=-1&preview=true,1,1,0:00:53,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2019/11/arctic-data-centers-data-science-training/?preview_id=1679&preview_nonce=881560f398&post_format=standard&_thumbnail_id=-1&preview=true,10,1,0:01:24,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2019/11/dataset-highlight-data-provenance-and-arctic-soil-bacteria/,6,1,0:01:36,0,0.00%,0.00%,2019-11-01,Blog
/blog/2019/11/dataset-highlight-data-provenance-and-arctic-soil-bacteria/?preview_id=1656&preview_nonce=079cc0a35e&post_format=standard&_thumbnail_id=839&preview=true,1,1,0:00:05,0,0.00%,0.00%,2019-11-01,Exclude
/blog/2019/11/researcher-profiles-and-highlights-october-2019/,8,4,0:04:02,0,0.00%,0.00%,2019-11-01,Blog
/blog/2019/11/researcher-profiles-and-highlights-october-2019/?preview_id=1695&preview_nonce=494a660a0c&post_format=standard&_thumbnail_id=-1&preview=true,52,3,0:01:34,2,50.00%,5.77%,2019-11-01,Exclude
/blog/2019/12/arctic-data-center-at-american-geophysical-union-2019/,19,14,0:06:09,9,77.78%,63.16%,2019-12-01,Blog
/blog/2019/12/arctic-data-center-at-american-geophysical-union-2019/?preview_id=1798&preview_nonce=9cd32d9495&post_format=standard&_thumbnail_id=1851&preview=true,9,1,0:01:10,1,0.00%,11.11%,2019-12-01,Exclude
/blog/2019/12/arctic-data-center-at-american-geophysical-union-2019/?preview_id=1798&preview_nonce=c5953088d7&post_format=standard&_thumbnail_id=1799&preview=true,2,1,0:00:15,1,0.00%,0.00%,2019-12-01,Exclude
/blog/2019/12/arctic-data-center-at-american-geophysical-union-2019/?preview_id=1798&preview_nonce=c5953088d7&post_format=standard&_thumbnail_id=1840&preview=true,3,1,0:00:03,0,0.00%,0.00%,2019-12-01,Exclude
/blog/2019/12/arctic-data-center-at-american-geophysical-union-2019/?preview_id=1798&preview_nonce=c5953088d7&post_format=standard&_thumbnail_id=1851&preview=true,1,1,0:00:02,0,0.00%,0.00%,2019-12-01,Exclude
