Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Date,Category
/catalog/data/my-data,74,46,0:00:22,6,33.33%,6.76%,2018-11-01,MyData
/catalog/data/my-data,51,33,0:00:54,4,0.00%,7.84%,2018-12-01,MyData
/catalog/data/page/12,3,1,0:00:06,0,0.00%,0.00%,2018-12-01,Cathome
/catalog/data/page/2,17,5,0:00:42,0,0.00%,5.88%,2018-11-01,Cathome
/catalog/data/page/2,5,5,0:00:16,0,0.00%,40.00%,2018-12-01,Cathome
/catalog/data/page/3,2,2,0:00:45,0,0.00%,50.00%,2018-11-01,Cathome
/catalog/data/page/4,2,2,0:05:56,0,0.00%,0.00%,2018-11-01,Cathome
/catalog/data/page/40,3,3,0:00:00,2,100.00%,100.00%,2018-11-01,Cathome
/catalog/data/page/6,1,1,0:02:04,0,0.00%,0.00%,2018-12-01,Cathome
/catalog/data/page/7,1,1,0:02:45,0,0.00%,0.00%,2018-12-01,Cathome
/catalog/data/page/8,2,2,0:01:15,1,0.00%,50.00%,2018-12-01,Cathome
/catalog/data/page/9,5,1,0:00:29,1,0.00%,20.00%,2018-12-01,Cathome
/catalog/doi:10.18739/A2836Z,1,1,0:00:06,0,0.00%,0.00%,2018-06-01,Dataset
/catalog/doi:10.18739/A2BG2H890,1,1,0:20:39,0,0.00%,0.00%,2018-05-01,Dataset
/catalog/doi:10.18739/A2TP3N,1,1,0:00:17,0,0.00%,0.00%,2018-05-01,Dataset
/catalog/https:/training.arcticdata.io/materials/arctic-data-center-training/data-packaging-and-managing-large-data-sets.html,1,1,0:00:29,0,0.00%,0.00%,2018-08-01,Training
/catalog/mn/d1,1,1,0:00:09,0,0.00%,0.00%,2018-02-01,Exclude
/catalog/profile,35,29,0:01:28,5,80.00%,25.71%,2018-11-01,MyData
/catalog/profile,31,26,0:01:44,2,50.00%,29.03%,2018-12-01,MyData
