"","original.DOI","recent.DOI"
"383","doi:10.18739/A2BC83","doi:10.18739/A2G08J"
"384","doi:10.18739/A2BD3J","urn:uuid:fd1b5784-b642-45d6-82ea-8b1f49e8592e"
"385","doi:10.18739/A2BD4X","doi:10.18739/A2FJ29D2J"
"386","doi:10.18739/A2BG7R","doi:10.18739/A2XG9F95M"
"387","doi:10.18739/A2BH1T","doi:10.18739/A2057CS7S"
"388","doi:10.18739/A2BH26","doi:10.18739/A2D94H"
"389","doi:10.18739/A2BK51","doi:10.18739/A2BK51"
"390","doi:10.18739/A2BK85","doi:10.18739/A29P2W67F"
"391","doi:10.18739/A2BM0G","doi:10.18739/A2D08X"
"392","doi:10.18739/A2BM1V","doi:10.18739/A2H12V81B"
"393","doi:10.18739/A2BP4P","doi:10.18739/A2NK3645R"
"394","doi:10.18739/A2BP6F","doi:10.6073/pasta/39c5cd973c8233d35042443b0c143210"
"395","doi:10.18739/A2BP7T","doi:10.18739/A2BP7T"
"396","doi:10.18739/A2BP86","doi:10.18739/A25717P0C"
"397","doi:10.18739/A2BS3B","doi:10.18739/A2542J85G"
"398","doi:10.18739/A2BS4Q","doi:10.18739/A2BS4Q"
"399","doi:10.18739/A2BS53","doi:10.18739/A2BS53"
"400","doi:10.18739/A2BS9M","doi:10.18739/A2PR7MT95"
"401","doi:10.18739/A2BT0J","doi:10.18739/A2WD3Q21K"
"402","doi:10.18739/A2BW6H","doi:10.18739/A2BW6H"
"403","doi:10.18739/A2BW6H)","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"404","doi:10.18739/A2BW88","doi:10.18739/A2J09W48Z"
"405","doi:10.18739/A2C05G","urn:uuid:2eb9f432-f286-4ac5-8926-84dff7cc60ef"
"406","doi:10.18739/A2C06V","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"407","doi:10.18739/A2C077","doi:10.18739/A26H4CQ91"
"408","doi:10.18739/A2C08M","doi:10.18739/A25717N98"
"409","doi:10.18739/A2C30M","doi:10.18739/A2C30M"
"410","doi:10.18739/A2C35H","doi:10.18739/A2C35H"
"411","doi:10.18739/A2C60N","doi:10.18739/A22R8D"
"412","doi:10.18739/A2C645","doi:10.18739/A2C645"
"413","doi:10.18739/A2C65J","doi:10.18739/A2FN10S4C"
"414","doi:10.18739/A2C88C","doi:10.18739/A2R785P6C"
"415","doi:10.18739/A2C89R","doi:10.18739/A2CF9J59P"
"416","doi:10.18739/A2C93T","doi:10.18739/A2C93T"
"417","doi:10.18739/A2C946","doi:10.18739/A23R0PT6M"
"418","doi:10.18739/A2C95K","doi:10.18739/A2C95K"
"419","doi:10.18739/A2C96Z","doi:10.18739/A2RR1PN0R"
"420","doi:10.18739/A2CC71","doi:10.18739/A24J09X74"
"421","doi:10.18739/A2CC8D","doi:10.18739/A2CC8D"
"422","doi:10.18739/A2CD13","doi:10.18739/A2CD13"
"423","doi:10.18739/A2CD3V","doi:10.18739/A27S7HS6B"
"424","doi:10.18739/A2CD47","doi:10.18739/A2X921J8V"
"425","doi:10.18739/A2CG6P","doi:10.18739/A2PC2T91C"
"426","doi:10.18739/A2CH14","doi:10.18739/A20G3GZ8B"
"427","doi:10.18739/A2CH2H","doi:10.18739/A2RF5KF26"
"428","doi:10.18739/A2CK5B","doi:10.18739/A2CK5B"
"429","doi:10.18739/A2CK9V","doi:10.18739/A25X25D07"
"430","doi:10.18739/A2CM0S","doi:10.18739/A2SN0138G"
"431","doi:10.18739/A2CM15","doi:10.18739/A2QV3C437"
"432","doi:10.18739/A2CP40","doi:10.18739/A2CP40"
"433","doi:10.18739/A2CP5C","doi:10.18739/A2CP5C"
"434","doi:10.18739/A2CP9W","doi:10.18739/A2639K555"
"435","doi:10.18739/A2CQ0T","doi:10.18739/A2XW1W"
"436","doi:10.18739/A2CQ16","doi:10.18739/A2VD6P52T"
"437","doi:10.18739/A2CS41","doi:10.18739/A2C824D3K"
"438","doi:10.18739/A2CS75","doi:10.18739/A2CS75"
"439","doi:10.18739/A2CW6T","doi:10.18739/A2P26Q40T"
"440","doi:10.18739/A2CW76","doi:10.18739/A25H7BT89"
"441","doi:10.18739/A2CW8K","doi:10.18739/A2K931675"
"442","doi:10.18739/A2D07J","doi:10.18739/A21C1TG1B"
"443","doi:10.18739/A2D08X","doi:10.18739/A2D08X"
"444","doi:10.18739/A2D34F","doi:10.18739/A2D34F"
"445","doi:10.18739/A2D366","doi:10.18739/A2D366"
"446","doi:10.18739/A2D591","doi:10.18739/A2T727G4W"
"447","doi:10.18739/A2D60Z","doi:10.18739/A2D60Z"
"448","doi:10.18739/A2D65V","doi:10.18739/A2G73742Q"
"449","doi:10.18739/A2D667","doi:10.18739/A2D667"
"450","doi:10.18739/A2D900","doi:10.18739/A29W0X"
"451","doi:10.18739/A2D934","doi:10.18739/A23N20D37"
"452","doi:10.18739/A2D934)","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"453","doi:10.18739/A2D94H","doi:10.18739/A2D94H"
"454","doi:10.18739/A2D95W","doi:10.18739/A2JT25"
"455","doi:10.18739/A2DC93","doi:10.18739/A2DC93"
"456","doi:10.18739/A2DD01","doi:10.18739/A26H4CP9K"
"457","doi:10.18739/A2DD35","doi:10.18739/A2K06X17Q"
"458","doi:10.18739/A2DG60","doi:10.18739/A2KD1QK84"
"459","doi:10.18739/A2DG8R","doi:10.18739/A2DG8R"
"460","doi:10.18739/A2DG94","doi:10.18739/A2DG94"
"461","doi:10.18739/A2DH02","doi:10.18739/A2DH02"
"462","doi:10.18739/A2DH1F","doi:10.18739/A2000010M"
"463","doi:10.18739/A2DH2T","doi:10.18739/A2DH2T"
"464","doi:10.18739/A2DK5N","doi:10.18739/A2DK5N"
"465","doi:10.18739/A2DK61","doi:10.18739/A2DK61"
"466","doi:10.18739/A2DK7D","doi:10.18739/A2DK7D"
"467","doi:10.18739/A2DK95","doi:10.18739/A2J678X5P"
"468","doi:10.18739/A2DP49?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"469","doi:10.18739/A2DP7F","doi:10.18739/A2DP7F"
"470","doi:10.18739/A2DP8T","doi:10.18739/A2DP8T"
"471","doi:10.18739/A2DP96","doi:10.18739/A2P55DH4M"
"472","doi:10.18739/A2DQ04","doi:10.18739/A2D795B7N"
"473","doi:10.18739/A2DS4B","doi:10.18739/A2DS4B"
"474","doi:10.18739/A2DS63","doi:10.18739/A22B8VC5Z"
"475","doi:10.18739/A2DS7G","doi:10.18739/A2BN9X355"
"476","doi:10.18739/A2DS8V","doi:10.18739/A22B8VC11"
"477","doi:10.18739/A2DT05","doi:10.18739/A2CR5NC8Q"
"478","doi:10.18739/A2DW7H","doi:10.18739/A2H70814X"
"479","doi:10.18739/A2DW8W","doi:10.18739/A2D21RJ7M"
"480","doi:10.18739/A2F01K","doi:10.18739/A24X54G9W"
"481","doi:10.18739/A2F04Q","doi:10.18739/A20000132"
"482","doi:10.18739/A2F053","doi:10.18739/A2FN10S6B"
"483","doi:10.18739/A2F06G","doi:10.18739/A2WH2DF5C"
"484","doi:10.18739/A2F07V","doi:10.18739/A2F07V"
"485","doi:10.18739/A2F307","doi:10.18739/A2QW11"
"486","doi:10.18739/A2F36H","doi:10.18739/A2F36H"
"487","doi:10.18739/A2F608","doi:10.18739/A2DJ58H3S"
"488","doi:10.18739/A2F63D","doi:10.18739/A2F63D"
"489","doi:10.18739/A2F64S","doi:10.18739/A2PR7MV1R"
"490","doi:10.18739/A2F655","doi:10.18739/A2G73742Q"
"491","doi:10.18739/A2F66J","doi:10.18739/A25Q33"
"492","doi:10.18739/A2F91P","urn:uuid:b4586b0b-7ee7-4efc-a4f5-c4397afbcda6"
"493","doi:10.18739/A2F94T","doi:10.18739/A2F94T"
"494","doi:10.18739/A2F956","doi:10.18739/A2F956"
"495","doi:10.18739/A2FC7N","doi:10.18739/A2FC7N"
"496","doi:10.18739/A2FD0B","doi:10.18739/A27H1DN1V"
"497","doi:10.18739/A2FD1Q","doi:10.18739/A2DF6K37D"
"498","doi:10.18739/A2FD1Q2","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"499","doi:10.18739/A2FD3G","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"500","doi:10.18739/A2FG69","doi:10.18739/A2FG69"
"501","doi:10.18739/A2FG82","doi:10.18739/A2901ZG44"
"502","doi:10.18739/A2FH1R","autogen.2016032220473125154.3"
"503","doi:10.18739/A2FH24","doi:10.18739/A29S1KK98"
"504","doi:10.18739/A2FH3H","doi:10.18739/A2SN0146Z"
"505","doi:10.18739/A2FK5Z","doi:10.18739/A2FK5Z"
"506","doi:10.18739/A2FK7Q","doi:10.18739/A2J82N"
"507","doi:10.18739/A2FM1S","doi:10.18739/A2FD23"
"508","doi:10.18739/A2FP84","doi:10.18739/A2445HC6Q"
"509","doi:10.18739/A2FQ0F","doi:10.18739/A2H98ZD4V"
"510","doi:10.18739/A2FS4N","doi:10.18739/A28C9R493"
"511","doi:10.18739/A2FS85","doi:10.18739/A2FS85"
"512","doi:10.18739/A2FS9J","doi:10.18739/A2P55DH4M"
"513","doi:10.18739/A2FW2X","doi:10.18739/A2FW2X"
"514","doi:10.18739/A2FW7T","doi:10.18739/A2FW7T"
"515","doi:10.18739/A2FW86","doi:10.18739/A2C24QN6W"
"516","doi:10.18739/A2G01W","doi:10.18739/A2QF8JK0F"
"517","doi:10.18739/A2G028","doi:10.18739/A2G028"
"518","doi:10.18739/A2G041","doi:10.18739/A2NK3654Q"
"519","doi:10.18739/A2G05D","doi:10.18739/A2G05D"
"520","doi:10.18739/A2G075","doi:10.18739/A22H2Q"
"521","doi:10.18739/A2G08J","doi:10.18739/A2G08J"
"522","doi:10.18739/A2G30J","doi:10.18739/A2G30J"
"523","doi:10.18739/A2G36T","doi:10.18739/A2FJ29D2J"
"524","doi:10.18739/A2G376","doi:10.18739/A2125Q937"
"525","doi:10.18739/A2G59N","doi:10.18739/A2JQ0SV7G"
"526","doi:10.18739/A2G62B","doi:10.18739/A2G62B"
"527","doi:10.18739/A2G63Q","doi:10.18739/A23N20D2R"
"528","doi:10.18739/A2G65G","doi:10.18739/A2VH5CJ35"
"529","doi:10.18739/A2G66V","doi:10.18739/A25G42"
"530","doi:10.18739/A2G910","doi:10.18739/A2G910"
"531","doi:10.18739/A2G92C","doi:10.18739/A23T9D689"
"532","doi:10.18739/A2G93R","doi:10.18739/A2CZ3244X"
"533","doi:10.18739/A2G944","doi:10.18739/A2G944"
"534","doi:10.18739/A2G95H","doi:10.18739/A2RF5KG53"
"535","doi:10.18739/A2GC7Z","doi:10.18739/A28W38299"
"536","doi:10.18739/A2GD11","doi:10.18739/A25X25D3P"
"537","doi:10.18739/A2GD2D","doi:10.18739/A2901ZG5M"
"538","doi:10.18739/A2GD3S","doi:10.18739/A2GD3S"
"539","doi:10.18739/A2GH12","doi:10.18739/A2M61BQ36"
"540","doi:10.18739/A2GH2F","doi:10.18739/A2RN30776"
"541","doi:10.18739/A2GK58","doi:10.18739/A2GK58"
"542","doi:10.18739/A2GK6N","doi:10.18739/A2GK6N"
"543","doi:10.18739/A2GM0Q","doi:10.18739/A21C1TG1B"
"544","doi:10.18739/A2GM2G","doi:10.18739/A2XK84Q7W"
"545","doi:10.18739/A2GP9T","doi:10.18739/A2057CR7B"
"546","doi:10.18739/A2GQ0R","doi:10.18739/A22R3NX4D"
"547","doi:10.18739/A2GT0S","doi:10.18739/A21G0HV4N"
"548","doi:10.18739/A2GW3M","doi:10.18739/A2GW3M"
"549","doi:10.18739/A2GW5C","doi:10.18739/A2GW5C"
"550","doi:10.18739/A2GW6R","doi:10.18739/A2GW6R"
"551","doi:10.18739/A2GW8H","doi:10.18739/A29Z90C3D"
"552","doi:10.18739/A2H016","doi:10.18739/A2H016"
"553","doi:10.18739/A2H063","doi:10.18739/A22F7JQ7B"
"554","doi:10.18739/A2H07G","doi:10.18739/A2GW74"
"555","doi:10.18739/A2H08V","doi:10.18739/A2RR1PN0R"
"556","doi:10.18739/A2H330","doi:10.18739/A29882M33"
"557","doi:10.18739/A2H330?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"558","doi:10.18739/A2H34C","doi:10.18739/A2JQ0SW2H"
"559","doi:10.18739/A2H364","doi:10.18739/A2H364"
"560","doi:10.18739/A2H37H","doi:10.18739/A2H37H"
"561","doi:10.18739/A2H59Z","doi:10.18739/A2GT5FG1T"
"562","doi:10.18739/A2H631","doi:10.18739/A2Z31NP5H"
"563","doi:10.18739/A2H64D","doi:10.18739/A2CF9J68N"
"564","doi:10.18739/A2H665","doi:10.18739/A2H665"
"565","doi:10.18739/A2H88M","doi:10.18739/A2H88M"
"566","doi:10.18739/A2H890","doi:10.18739/A2W950P06"
"567","doi:10.18739/A2H90X","doi:10.18739/A20C67"
"568","doi:10.18739/A2H932","doi:10.18739/A24746S1M"
"569","doi:10.18739/A2H95T","doi:10.18739/A2M32N989"
"570","doi:10.18739/A2HC91","doi:10.18739/A2HC91"
"571","doi:10.18739/A2HD33","doi:10.18739/A2Z60C268"
"572","doi:10.18739/A2HH00","doi:10.18739/A2Z31NP7G"
"573","doi:10.18739/A2HK6Z","doi:10.18739/A2HK6Z"
"574","doi:10.18739/A2HK93","doi:10.18739/A2HK93"
"575","doi:10.18739/A2HM01","doi:10.18739/A2ST7DX3R"
"576","doi:10.18739/A2HM1D","doi:10.18739/A2FJ29D2J"
"577","doi:10.18739/A2HQ02","doi:10.18739/A21R6N133"
"578","doi:10.18739/A2HS48","doi:10.18739/A2HS48"
"579","doi:10.18739/A2HS7D","doi:10.18739/A2JW86N5J"
"580","doi:10.18739/A2HS8S","doi:10.18739/A21C1TG1B"
"581","doi:10.18739/A2HS95","doi:10.18739/A2907M"
"582","doi:10.18739/A2HW8T","doi:10.18739/A2HW8T"
"583","doi:10.18739/A2J01H","doi:10.18739/A25T3G06T"
"584","doi:10.18739/A2J02W","doi:10.18739/A2804XJ4F"
"585","doi:10.18739/A2J06D","doi:10.18739/A2CF9J68N"
"586","doi:10.18739/A2J085","doi:10.18739/A2J085"
"587","doi:10.18739/A2J32X","doi:10.18739/A2KW57J68"
"588","doi:10.18739/A2J339","doi:10.18739/A2J339"
"589","doi:10.18739/A2J34P","doi:10.18739/A2FJ29C23"
"590","doi:10.18739/A2J598","doi:10.18739/A2J598"
"591","doi:10.18739/A2J606","doi:10.18739/A2J606"
"592","doi:10.18739/A2J88X","doi:10.18739/A2J88X"
"593","doi:10.18739/A2J93C","doi:10.18739/A25X25D07"
"594","doi:10.18739/A2JC7K","doi:10.18739/A2JC7K"
"595","doi:10.18739/A2JC9B","doi:10.18739/A2JC9B"
"596","doi:10.18739/A2JD08","doi:10.18739/A2JD08"
"597","doi:10.18739/A2JD21","doi:10.18739/A29Z90C3D"
"598","doi:10.18739/A2JD21.","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"599","doi:10.18739/A2JD3D","doi:10.18739/A2JD3D"
"600","doi:10.18739/A2JD4S","doi:10.18739/A2N29P69G"
"601","doi:10.18739/A2JG67","doi:10.18739/A2JG67"
"602","doi:10.18739/A2JG80","doi:10.18739/A2JG80"
"603","doi:10.18739/A2JH09","doi:10.18739/A2JH09"
"604","doi:10.18739/A2JH1P","doi:10.18739/A2GF0MW9F"
"605","doi:10.18739/A2JM0B","doi:10.18739/A2X921J8V"
"606","doi:10.18739/A2JP82","doi:10.18739/A2JP82"
"607","doi:10.18739/A2JP82?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"608","doi:10.18739/A2JP9F","doi:10.18739/A28911R2C"
"609","doi:10.18739/A2JQ0C","doi:10.18739/A22F7JR5T"
"610","doi:10.18739/A2JS36","doi:10.18739/A23W1F"
"611","doi:10.18739/A2JS4K","doi:10.18739/A2ZM02"
"612","doi:10.18739/A2JS5Z","doi:10.18739/A2RR1PM1S"
"613","doi:10.18739/A2JS83","doi:10.18739/A2V698C8H"
"614","doi:10.18739/A2JW50","doi:10.18739/A27W67643"
"615","doi:10.18739/A2JW7R","doi:10.18739/A2JW7R"
"616","doi:10.18739/A2K01T","doi:10.18739/A2HT2GC0K"
"617","doi:10.18739/A2K026","doi:10.18739/A2M90226G"
"618","doi:10.18739/A2K05B","doi:10.18739/A23775V9S"
"619","doi:10.18739/A2K06Q","doi:10.18739/A2639K574"
"620","doi:10.18739/A2K073","doi:10.18739/A2K073"
"621","doi:10.18739/A2K08G","doi:10.18739/A2J09W48Z"
"622","doi:10.18739/A2K31V","doi:10.18739/A2H665"
"623","doi:10.18739/A2K36R","doi:10.18739/A23F4KN71"
"624","doi:10.18739/A2K374","doi:10.18739/A26Q1SH4T"
"625","doi:10.18739/A2K63N","doi:10.18739/A2X34MR3V"
"626","doi:10.18739/A2K641","doi:10.18739/A2B853J48"
"627","doi:10.18739/A2K65D","doi:10.18739/A2D21RJ45"
"628","doi:10.18739/A2K887","doi:10.18739/A2DN3ZW4R"
"629","doi:10.18739/A2K89M","doi:10.18739/A2222R68W"
"630","doi:10.18739/A2K89M)","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"631","doi:10.18739/A2K93P","doi:10.18739/A2ZS2KD3D"
"632","doi:10.18739/A2K942","doi:10.18739/A2K942"
"633","doi:10.18739/A2K95F","doi:10.18739/A2NV99B28"
"634","doi:10.18739/A2KC7W","doi:10.18739/A2KC7W"
"635","doi:10.18739/A2KD1Z","doi:10.18739/A2KD1Z"
"636","doi:10.18739/A2KD2B","doi:10.18739/A20C4SK32"
"637","doi:10.18739/A2KD3Q","doi:10.18739/A2CJ87M03"
"638","doi:10.18739/A2KH0M","doi:10.18739/A2J09W50J"
"639","doi:10.18739/A2KK6K","doi:10.18739/A2862BB03"
"640","doi:10.18739/A2KK8B","doi:10.18739/A2KK8B"
"641","doi:10.18739/A2KK9Q","doi:10.18739/A2KK9Q"
"642","doi:10.18739/A2KM11","doi:10.18739/A27940V1N"
"643","doi:10.18739/A2KQ0P","doi:10.18739/A2XP6V39R"
"644","doi:10.18739/A2KQ0P.","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"645","doi:10.18739/A2KS4W","doi:10.18739/A2P843V60"
"646","doi:10.18739/A2KS6N","doi:10.18739/A2SB3WZ82"
"647","doi:10.18739/A2KS8D","doi:10.18739/A2KS8D"
"648","doi:10.18739/A2KS9S","doi:10.18739/A2B089"
"649","doi:10.18739/A2KT0Q","doi:10.18739/A2MS3K22Q"
"650","doi:10.18739/A2KW25","doi:10.18739/A29882N3J"
"651","doi:10.18739/A2KW3J","doi:10.18739/A2KW3J"
"652","doi:10.18739/A2KW6P","doi:10.18739/A2KW6P"
"653","doi:10.18739/A2KW72","doi:10.18739/A2KW72"
"654","doi:10.18739/A2KW8F","doi:10.18739/A2416T03D"
"655","doi:10.18739/A2KW9T","doi:10.18739/A21J9776B"
"656","doi:10.18739/A2KX0R","doi:10.18739/A2NP33"
"657","doi:10.18739/A2M02H","doi:10.18739/A2H708030"
"658","doi:10.18739/A2M061","doi:10.18739/A27M04114"
"659","doi:10.18739/A2M07D","doi:10.18739/A2M07D"
"660","doi:10.18739/A2M30S","doi:10.18739/A2M30S"
"661","doi:10.18739/A2M32J","doi:10.18739/A2M32J"
"662","doi:10.18739/A2M35P","doi:10.18739/A2DR2P89F"
"663","doi:10.18739/A2M362","doi:10.18739/A2MT1D"
"664","doi:10.18739/A2M362>","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"665","doi:10.18739/A2M37F","doi:10.18739/A2M37F"
"666","doi:10.18739/A2M59W","doi:10.18739/A2M59W"
"667","doi:10.18739/A2M63Z","doi:10.18739/A2PS1P"
"668","doi:10.18739/A2M64B","doi:10.18739/A2Z60C268"
"669","doi:10.18739/A2M65Q","doi:10.18739/A2MW28F4J"
"670","doi:10.18739/A2M90V","doi:10.18739/A2M90V"
"671","doi:10.18739/A2MD0W","doi:10.18739/A2MD0W"
"672","doi:10.18739/A2MD2N","urn:uuid:b6f38a68-418b-4783-bc16-f5bfc6016e6a"
"673","doi:10.18739/A2MD4D","doi:10.18739/A2J09W48Z"
"674","doi:10.18739/A2MH0X","doi:10.18739/A2MC8RG7B"
"675","doi:10.18739/A2MH19","doi:10.18739/A2Z02Z88N"
"676","doi:10.18739/A2MH2P","doi:10.18739/A2WP9T69H"
"677","doi:10.18739/A2MK5H","doi:10.18739/A2K931567"
"678","doi:10.18739/A2MK6W","doi:10.18739/A2QJ77X58"
"679","doi:10.18739/A2MM2Q","doi:10.18739/A24X54G30"
"680","doi:10.18739/A2MP5J","doi:10.18739/A2DN9V"
"681","doi:10.18739/A2MP6X","doi:10.18739/A2V698B63"
"682","doi:10.18739/A2MP6X?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"683","doi:10.18739/A2MP8P","urn:uuid:020818b8-d3ce-4f73-8113-0de0fea79115"
"684","doi:10.18739/A2MQ00","doi:10.18739/A26688K02"
"685","doi:10.18739/A2MS3T","doi:10.18739/A2KP7TR6P"
"686","doi:10.18739/A2MS46","doi:10.18739/A2MS46"
"687","doi:10.18739/A2MS5K","doi:10.18739/A2183420X"
"688","doi:10.18739/A2MS8Q","doi:10.18739/A2MS8Q"
"689","doi:10.18739/A2MS93","doi:10.18739/A27H1DM98"
"690","doi:10.18739/A2MT01","doi:10.18739/A2MT01"
"691","doi:10.18739/A2MT1D","doi:10.18739/A2MT1D"
"692","doi:10.18739/A2MW8R","doi:10.18739/A27S7HS6B"
"693","doi:10.18739/A2MW94","doi:10.18739/A2NS0KZ2J"
"694","doi:10.18739/A2N01F","doi:10.18739/A2N01F"
"695","doi:10.18739/A2N036","doi:10.18739/A2N036"
"696","doi:10.18739/A2N05Z","doi:10.18739/A2HH6C64F"
"697","doi:10.18739/A2N31G","doi:10.18739/A2125Q94Q"
"698","doi:10.18739/A2N350","doi:10.18739/A2K649T10"
"699","doi:10.18739/A2N36C","doi:10.18739/A2Z60C268"
"700","doi:10.18739/A2N37R","doi:10.18739/A2W669897"
"701","doi:10.18739/A2N604","doi:10.18739/A2N604"
"702","doi:10.18739/A2N64N","doi:10.18739/A22K3S"
"703","doi:10.18739/A2N651","doi:10.18739/A2DJ58H1T"
"704","doi:10.18739/A2N88V","doi:10.18739/A2N88V"
"705","doi:10.18739/A2N897","doi:10.18739/A2N897"
"706","doi:10.18739/A2N939","urn:uuid:970c7beb-57df-4390-ab5a-d02c31e58976"
"707","doi:10.18739/A2ND06","doi:10.18739/A2ND06"
"708","doi:10.18739/A2ND2Z","doi:10.18739/A2JD4PP7D"
"709","doi:10.18739/A2ND4Q","doi:10.18739/A2K931675"
"710","doi:10.18739/A2NG65","doi:10.18739/A2NG65"
"711","doi:10.18739/A2NH07","doi:10.18739/A2FB4WM8V"
"712","doi:10.18739/A2NH1M","doi:10.18739/A21C1TG1B"
"713","doi:10.18739/A2NH20","doi:10.18739/A2NH20"
"714","doi:10.18739/A2NK66","doi:10.18739/A2NK66"
"715","doi:10.18739/A2NM08","doi:10.18739/A29C6S17C"
"716","doi:10.18739/A2NM1N","doi:10.18739/A2DS97"
"717","doi:10.18739/A2NP4G","doi:10.18739/A2NG4GS2G"
"718","doi:10.18739/A2NP67","doi:10.18739/A2BN63"
"719","doi:10.18739/A2NP7M","doi:10.18739/A2QF8JJ2Z"
"720","doi:10.18739/A2NP80","doi:10.18739/A27W67624"
"721","doi:10.18739/A2NP9C","doi:10.18739/A2NP9C"
"722","doi:10.18739/A2NQ09","doi:10.18739/A2BK16Q0D"
"723","doi:10.18739/A2NQ1P","doi:10.18739/A2GT5FG67"
"724","doi:10.18739/A2NQ22","doi:10.18739/A2J085"
"725","doi:10.18739/A2NS4H","doi:10.18739/A2BR8MF81"
"726","doi:10.18739/A2NS81","doi:10.18739/A2NS81"
"727","doi:10.18739/A2NS9D","doi:10.18739/A2NS9D"
"728","doi:10.18739/A2NW2S","doi:10.18739/A2NW2S"
"729","doi:10.18739/A2NW5X","doi:10.18739/A2P26Q42S"
"730","doi:10.18739/A2NW9F","doi:10.18739/A29G5GD8Q"
"731","doi:10.18739/A2P024","doi:10.18739/A2P024"
"732","doi:10.18739/A2P058","doi:10.18739/A2PZ51M69"
"733","doi:10.18739/A2P06N","doi:10.18739/A2P06N"
"734","doi:10.18739/A2P071","doi:10.18739/A2NS0KZ2J"
"735","doi:10.18739/A2P30D","doi:10.18739/A2P30D"
"736","doi:10.18739/A2P31S","doi:10.18739/A2P31S"
"737","doi:10.18739/A2P59H","doi:10.18739/A2P59H"
"738","doi:10.18739/A2P626?","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"739","doi:10.18739/A2P63K","doi:10.18739/A2GX44V44"
"740","doi:10.18739/A2P64Z","doi:10.18739/A2RX93D5R"
"741","doi:10.18739/A2P65B","doi:10.18739/A2N29P69G"
"742","doi:10.18739/A2P89J","doi:10.18739/A2P89J"
"743","doi:10.18739/A2PD3N","doi:10.18739/A2PD3N"
"744","doi:10.18739/A2PD41","doi:10.18739/A24J09X74"
"745","doi:10.18739/A2PG87","doi:10.18739/A27H1DN3T"
"746","doi:10.18739/A2PH1X","doi:10.18739/A2PH1X"
"747","doi:10.18739/A2PK54","doi:10.18739/A2DF6K29X"
"748","doi:10.18739/A2PK7W","doi:10.18739/A2VT1GP48"
"749","doi:10.18739/A2PK9N","doi:10.18739/A2PK9N"
"750","doi:10.18739/A2PM1Z","doi:10.18739/A2000010M"
"751","doi:10.18739/A2PM2B","doi:10.18739/A2PM2B"
"752","doi:10.18739/A2PP9P","doi:10.18739/A2Z892F8J"
"753","doi:10.18739/A2PQ0M","doi:10.18739/A2CZ3244X"
"754","doi:10.18739/A2PQ10","doi:10.18739/A2SP1K"
"755","doi:10.18739/A2PS3F","doi:10.18739/A2PS3F"
"756","doi:10.18739/A2PS56","doi:10.18739/A2PS56"
"757","doi:10.18739/A2PS8B","doi:10.18739/A26W9692W"
"758","doi:10.18739/A2PS9Q","doi:10.18739/A2PS9Q"
"759","doi:10.18739/A2PW23","doi:10.18739/A2R785P3X"
"760","doi:10.18739/A2PW3G","doi:10.18739/A2PW3G"
"761","doi:10.18739/A2PW70","doi:10.18739/A2SQ8QJ0F"
"762","doi:10.18739/A2PW8C","doi:10.18739/A2PW8C"
"763","doi:10.18739/A2PW9R","doi:10.18739/A22Z12Q02"
"764","doi:10.18739/A2Q05K","doi:10.18739/A2Q05K"
"765","doi:10.18739/A2Q06Z","doi:10.18739/A23J39179"
"766","doi:10.18739/A2Q07B","doi:10.18739/A2J38KH99"
