pid,formatId,dateUploaded,datasource,scoreOverall,scoreFindable,scoreAccessible,scoreInteroperable,scoreReusable,obsoletes,obsoletedBy,sequenceId
doi:10.18739/A22B8VB8Z,eml://ecoinformatics.org/eml-2.1.1,2019-06-26T20:26:06.025Z,urn:node:ARCTIC,0.75609756,1.0,0.71,0.67,0.5,urn:uuid:9c5c5ab6-1f2c-4c83-8382-e7a4a9ea46b9,,urn:uuid:9c5c5ab6-1f2c-4c83-8382-e7a4a9ea46b9
doi:10.18739/A2222R58F,eml://ecoinformatics.org/eml-2.1.1,2019-06-17T18:02:06.856Z,urn:node:ARCTIC,0.775,0.92,0.43,0.89,0.73,urn:uuid:6b76bdb0-d080-43e7-bb24-12f0d5b34654,,urn:uuid:c9dbfeb7-fb96-4f4f-a663-2a5a0b05ba6b
doi:10.18739/A2FN10S0F,eml://ecoinformatics.org/eml-2.1.1,2019-06-26T20:25:07.680Z,urn:node:ARCTIC,0.73170733,0.93,0.71,0.67,0.5,urn:uuid:b869878e-308f-46b2-935c-20e5252399f1,,urn:uuid:b869878e-308f-46b2-935c-20e5252399f1
doi:10.18739/A24746R4M,eml://ecoinformatics.org/eml-2.1.1,2019-06-26T20:30:56.885Z,urn:node:ARCTIC,0.73170733,0.93,0.71,0.67,0.5,urn:uuid:878c8470-2e3d-42e8-8b9b-0c475608c8f2,,urn:uuid:878c8470-2e3d-42e8-8b9b-0c475608c8f2
doi:10.18739/A22804Z6N,eml://ecoinformatics.org/eml-2.1.1,2019-06-26T20:36:08.238Z,urn:node:ARCTIC,0.73170733,0.93,0.71,0.67,0.5,urn:uuid:5c7665dd-5fbc-488e-a191-a01d0fc5ba02,,urn:uuid:5c7665dd-5fbc-488e-a191-a01d0fc5ba02
doi:10.18739/A2ZG6G70W,eml://ecoinformatics.org/eml-2.1.1,2019-06-26T20:33:53.001Z,urn:node:ARCTIC,0.73170733,0.93,0.71,0.67,0.5,urn:uuid:ae4a514a-26f2-4fa3-9cca-697d43670019,,urn:uuid:ae4a514a-26f2-4fa3-9cca-697d43670019
doi:10.18739/A2M61BP85,eml://ecoinformatics.org/eml-2.1.1,2019-06-26T20:32:14.619Z,urn:node:ARCTIC,0.73170733,0.93,0.71,0.67,0.5,urn:uuid:9d2a2ed0-c20e-459e-9f9d-0899b38cd8aa,,urn:uuid:9d2a2ed0-c20e-459e-9f9d-0899b38cd8aa
doi:10.18739/A20G3GZ1Z,eml://ecoinformatics.org/eml-2.1.1,2019-06-26T20:31:15.918Z,urn:node:ARCTIC,0.73170733,0.93,0.71,0.67,0.5,urn:uuid:6a25bbc6-2be9-4eb8-b5ef-b6127d339fa6,,urn:uuid:6a25bbc6-2be9-4eb8-b5ef-b6127d339fa6
doi:10.18739/A2NZ80Q24,eml://ecoinformatics.org/eml-2.1.1,2019-06-26T20:37:06.317Z,urn:node:ARCTIC,0.73170733,0.93,0.71,0.67,0.5,urn:uuid:e4c4717e-8ac9-46ea-ad1d-e388f74a4e66,,urn:uuid:e4c4717e-8ac9-46ea-ad1d-e388f74a4e66
urn:uuid:5ea936e9-862b-42d7-89cf-17a38473e7a8,eml://ecoinformatics.org/eml-2.1.1,2019-07-03T21:38:13.808Z,urn:node:ARCTIC,0.5263158,0.92,0.57,0.12,0.3,urn:uuid:3ccf3a71-d49b-452c-84d8-8d442d64aacd,,urn:uuid:3af43da6-0fc6-4d7b-9677-6ecb363d2923
doi:10.18739/A25T3G02W,eml://ecoinformatics.org/eml-2.1.1,2019-07-02T15:46:21.556Z,urn:node:ARCTIC,0.825,0.92,0.71,0.89,0.73,urn:uuid:ff324c6e-20de-4b9b-8f38-7837350a0155,,urn:uuid:b295c7f9-9df7-4240-9b4b-51e8723069fc
doi:10.18739/A2N29P65J,eml://ecoinformatics.org/eml-2.1.1,2019-06-26T20:39:39.775Z,urn:node:ARCTIC,0.73170733,0.93,0.71,0.67,0.5,urn:uuid:2bcdacbf-5efa-4fb2-87da-362e74b6cb91,,urn:uuid:2bcdacbf-5efa-4fb2-87da-362e74b6cb91
doi:10.18739/A2RF5KF83,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T18:03:58.359Z,urn:node:ARCTIC,0.8780488,1.0,0.71,1.0,0.73,doi:10.18739/A2W66982V,,urn:uuid:800665ae-3b4b-4782-b385-c9bcad5cc135
doi:10.18739/A20000062,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:00:28.550Z,urn:node:ARCTIC,0.725,0.92,0.43,0.78,0.64,doi:10.18739/A2NP2Q,doi:10.18739/A2JM23G2K,arctic-data.14638.1
doi:10.18739/A2V698C14,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:00:41.085Z,urn:node:ARCTIC,0.75,1.0,0.43,0.78,0.64,doi:10.18739/A2X57X,doi:10.18739/A2RJ48V2H,arctic-data.14626.1
doi:10.18739/A2SB3WZ5M,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:04:14.514Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:96900459-f0eb-4e82-a5a4-36c3dc8c9104,,urn:uuid:175045c7-ec59-44a8-aa93-0c1d38456573
doi:10.18739/A2F47GT6P,eml://ecoinformatics.org/eml-2.1.1,2019-07-22T19:22:50.250Z,urn:node:ARCTIC,0.5,0.85,0.57,0.12,0.3,urn:uuid:2f525d15-81cd-4360-bddf-c47066b79ebe,,urn:uuid:445234a7-b46c-42cd-9f68-fbaf8d998ccc
doi:10.18739/A24Q7QQ2C,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T17:50:49.649Z,urn:node:ARCTIC,0.85365856,1.0,0.71,0.89,0.73,urn:uuid:be2f8d38-4648-4c94-a3a8-88107cb4fdb8,,urn:uuid:c2d05667-ecc2-4660-804a-6675b6e4fc62
doi:10.18739/A2NK36518,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:04:27.873Z,urn:node:ARCTIC,0.7,0.85,0.57,0.67,0.64,doi:10.18739/A2ZV6R,,arctic-data.14032.1
doi:10.18739/A2KK94C1S,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:09:28.628Z,urn:node:ARCTIC,0.5,0.67,0.43,0.67,0.2,urn:uuid:8a8362ce-4957-4c77-a678-e6aa6f500079,,urn:uuid:cd238a97-cb7c-4d4a-8bda-0c142f36fc03
doi:10.18739/A2JS9H776,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:03:02.917Z,urn:node:ARCTIC,0.725,0.85,0.57,0.78,0.64,doi:10.18739/A2B52R,,arctic-data.13979.1
doi:10.18739/A20V89H3Q,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:05:34.734Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:478919c8-5cf6-4bb6-9962-7be6322179be,,urn:uuid:24b5a8d9-112f-42cc-884c-f1dda208d01d
doi:10.18739/A2B853H97,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:01:50.983Z,urn:node:ARCTIC,0.725,0.92,0.43,0.78,0.64,doi:10.18739/A2SG4N,doi:10.18739/A29S1KK5B,arctic-data.14644.1
doi:10.18739/A2ZW18S38,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:07:05.656Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:6967b45e-07bc-4419-8af5-6da26a90b798,,urn:uuid:5f8bc0b7-1058-47bb-9d93-670c0ab35e6a
doi:10.18739/A28911Q8T,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:05:12.265Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:99126de0-c144-473e-8f48-a18b0fa2a8a4,,urn:uuid:d7a27f61-21b5-40db-acb1-5a8cbc6ab1f9
doi:10.18739/A2B27PR36,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:11:18.495Z,urn:node:ARCTIC,0.5,0.67,0.43,0.67,0.2,doi:10.18739/A2FT8DJ71,,urn:uuid:fdb771eb-6bb9-4c95-a481-b8aedbb0c830
doi:10.18739/A23R0PT2P,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:00:11.943Z,urn:node:ARCTIC,0.725,0.85,0.57,0.78,0.64,doi:10.18739/A28C0F,,arctic-data.14055.1
doi:10.18739/A2QJ77Z1S,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:00:57.124Z,urn:node:ARCTIC,0.7,0.77,0.57,0.78,0.64,doi:10.18739/A27235,,arctic-data.13923.1
doi:10.18739/A20Z70W80,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T17:57:41.659Z,urn:node:ARCTIC,0.85365856,1.0,0.71,0.89,0.73,urn:uuid:859b6234-317e-4dd5-ab14-015c5cde5d26,,urn:uuid:7e6dd8f0-1777-4425-921e-de4b14822fe0
doi:10.18739/A22B8VB9F,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:27:21.581Z,urn:node:ARCTIC,0.5,0.67,0.43,0.67,0.2,urn:uuid:19fea0b3-e968-4adc-907a-883d6846683c,,urn:uuid:448b3588-153a-4768-bea6-acc795b71568
doi:10.18739/A2RV0D101,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:28:55.820Z,urn:node:ARCTIC,0.3783784,0.67,0.43,0.12,0.2,urn:uuid:f41c430c-79a5-45f3-abfd-7eefaf4f8beb,,urn:uuid:7b1dce1e-37b8-4583-8fa6-6aff94809432
doi:10.18739/A2639K52Q,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:27:12.809Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:258d1220-da85-4ae1-959a-8d552f5ddf54,,urn:uuid:6c69eadc-b40d-4a68-a252-b26dbe97ade0
doi:10.18739/A2P26Q368,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:27:48.222Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:49a8b854-ec0a-4b85-ac4f-cc6d9c219823,,urn:uuid:a00f3ff1-23ea-4f4b-b405-d20f358b2486
doi:10.18739/A2DR2P841,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:21:51.913Z,urn:node:ARCTIC,0.80487806,0.93,0.71,0.89,0.64,doi:10.18739/A2V11VK2K,doi:10.18739/A2N29P67H,urn:uuid:0f61ea4c-eeb6-4158-ad93-9eccff7c97b6
doi:10.18739/A2N87302P,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:23:15.848Z,urn:node:ARCTIC,0.825,1.0,0.71,0.89,0.64,doi:10.18739/A2QB9V51M,doi:10.18739/A27P8TD2J,arctic-data.9590.1
doi:10.18739/A2ST7DX09,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:27:39.072Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:48c3a78d-0177-42ba-917a-cbbba6c7ae78,,urn:uuid:077e2683-2260-41a6-acbb-27489acc2ec2
doi:10.18739/A2FJ29C80,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:26:56.076Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:bbfa4033-2f4d-489d-a57c-405948e8f7d5,,urn:uuid:9d1f7217-cf27-41f8-a607-bb77c5fd9fdc
doi:10.18739/A2TT4FT0J,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:26:28.949Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:4a83eb14-5fb0-4fab-94a3-91148c431ec3,,urn:uuid:a0e0b725-5f6c-4688-9fb1-b557887e67ae
doi:10.18739/A2JH3D285,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:21:41.436Z,urn:node:ARCTIC,0.4054054,0.67,0.57,0.12,0.2,doi:10.5065/D6V98643,,urn:uuid:6fadc1c2-d13c-45d7-8ca8-348f78bfaae6
doi:10.18739/A2ZK55M4P,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:26:02.173Z,urn:node:ARCTIC,0.70731705,0.79,0.57,0.78,0.64,doi:10.18739/A2GJ7P,,arctic-data.13929.1
doi:10.18739/A2542J83H,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:28:23.060Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:da1a2732-905c-40c7-9ccc-0745c189039b,,urn:uuid:b83b56da-8708-4ad7-a499-afcd7d88f4fc
doi:10.18739/A2WS8HM0G,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:22:40.088Z,urn:node:ARCTIC,0.85365856,1.0,0.71,1.0,0.64,doi:10.18739/A2CZ3245D,urn:uuid:50d7c90c-2592-4cee-b9d7-cd2d591d9c28,urn:uuid:10046799-6d39-4c9a-8351-cc019d794cac
doi:10.18739/A2N29P661,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:29:03.946Z,urn:node:ARCTIC,0.5263158,0.75,0.43,0.67,0.2,urn:uuid:d37a0a40-5aa4-4ec8-9ff6-63032e0fcdcd,,urn:uuid:cb50f153-f068-4d2d-861e-f29143a832ea
urn:uuid:6333a88b-1606-43d5-8f98-eb5fd40998e1,eml://ecoinformatics.org/eml-2.1.1,2019-07-29T23:46:37.290Z,urn:node:ARCTIC,0.51282054,0.86,0.57,0.12,0.3,urn:uuid:175c886c-13ce-43e8-8fa5-bae0a234dce4,urn:uuid:f15a5940-e5b7-45d8-8019-b85186eec4a1,urn:uuid:f398d6b7-8b79-4ca3-9d20-9a33be40acb8
doi:10.18739/A2PC2T85V,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:13:18.053Z,urn:node:ARCTIC,0.73170733,0.93,0.57,0.67,0.64,doi:10.18739/A2SC1G,,arctic-data.14079.1
doi:10.18739/A2VM42X4H,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T22:34:37.174Z,urn:node:ARCTIC,0.6666667,1.0,0.71,0.67,0.2,doi:10.18739/A2KS6J41J,,urn:uuid:b9420f25-87ed-42a5-bce4-490be60608fd
doi:10.18739/A2PZ51M3V,eml://ecoinformatics.org/eml-2.1.1,2019-07-29T17:28:30.538Z,urn:node:ARCTIC,0.71794873,0.92,0.71,0.67,0.5,urn:uuid:c98afe0d-0a06-4eb4-9741-2f54563210b4,,urn:uuid:2111b2b3-7ee6-493e-9202-5327464654eb
doi:10.18739/A2251FK2V,eml://ecoinformatics.org/eml-2.1.1,2019-07-31T19:24:46.646Z,urn:node:ARCTIC,0.84615386,0.92,0.71,1.0,0.73,urn:uuid:759fa3e8-a629-417f-97ee-de658e8d0060,doi:10.18739/A2XD0QX7V,urn:uuid:8d22c91a-a583-411c-a075-cf22046e6c54
doi:10.18739/A2JM23G13,eml://ecoinformatics.org/eml-2.1.1,2019-07-23T21:14:06.043Z,urn:node:ARCTIC,0.7,0.85,0.57,0.67,0.64,doi:10.18739/A20V5P,,arctic-data.14049.1
doi:10.18739/A2WH2DF1F,eml://ecoinformatics.org/eml-2.1.1,2019-08-01T16:34:13.549Z,urn:node:ARCTIC,0.825,1.0,0.71,0.78,0.73,urn:uuid:14cd2365-ed5e-47f7-8627-3ce73d9021c6,,urn:uuid:fbde5c81-2f1c-4e1d-92a5-6ae7b9e7bce7
doi:10.18739/A2M03XX3M,eml://ecoinformatics.org/eml-2.1.1,2019-08-01T19:23:00.731Z,urn:node:ARCTIC,0.875,1.0,0.71,1.0,0.73,urn:uuid:dfa55cdb-dad8-4a57-a3a6-3e593f2434d4,,urn:uuid:bd648c3e-ee2a-4708-9ff3-5cdc9ab49933
doi:10.18739/A2D795B08,eml://ecoinformatics.org/eml-2.1.1,2019-08-13T16:09:19.006Z,urn:node:ARCTIC,0.875,1.0,0.71,1.0,0.73,urn:uuid:13ed7998-0841-4cfa-a981-b495c3c58990,,
doi:10.18739/A2QJ77Z28,eml://ecoinformatics.org/eml-2.1.1,2019-08-16T17:30:32.686Z,urn:node:ARCTIC,0.85365856,1.0,0.71,0.89,0.73,urn:uuid:2e0aaac3-513c-4f5d-a037-7ad01559fdf1,doi:10.18739/A2KD1QK3Q,urn:uuid:277c0398-ab4c-41fd-8dc9-2fac82d36896
doi:10.18739/A2F47GT75,eml://ecoinformatics.org/eml-2.1.1,2019-08-19T17:18:50.491Z,urn:node:ARCTIC,0.8,0.85,0.71,0.89,0.73,urn:uuid:ed99c3e0-b479-4d81-8c96-a379a588c53b,,urn:uuid:adb7b65b-ebca-418f-95e4-8b9ce38b29f8
doi:10.18739/A2SJ19R18,eml://ecoinformatics.org/eml-2.1.1,2019-08-13T15:58:38.225Z,urn:node:ARCTIC,0.8780488,0.92,0.88,1.0,0.73,urn:uuid:790bc419-96c3-4e6d-87b9-db79819c98ef,,urn:uuid:a1162e24-d417-4984-8c9a-a319150b9aeb
urn:uuid:223d872e-ad5b-484e-800e-24d3230f5c43,eml://ecoinformatics.org/eml-2.1.1,2019-08-23T17:53:16.213Z,urn:node:ARCTIC,0.70731705,0.93,0.57,0.67,0.5,urn:uuid:a5222f99-2b37-4377-8041-a47f5b65a56d,,arctic-data.13809.1
urn:uuid:f4f654c2-707d-493a-a1bb-3dfd2feb8e70,eml://ecoinformatics.org/eml-2.1.1,2019-08-22T21:01:00.611Z,urn:node:ARCTIC,0.8333333,1.0,0.71,0.78,0.73,doi:10.18739/A26D5P99Q,urn:uuid:f80b719f-5cd1-4713-bf4f-1058ff471d0b,urn:uuid:804a973e-a659-40ca-95ac-c05e26f98be0
doi:10.18739/A2FX73Z0Z,eml://ecoinformatics.org/eml-2.1.1,2019-08-23T17:32:24.374Z,urn:node:ARCTIC,0.85,0.92,0.71,1.0,0.73,urn:uuid:9497a9d4-aa70-4e58-8b30-f58057fdc069,doi:10.18739/A2ZS2KD0Z,arctic-data.13963.1
urn:uuid:a5222f99-2b37-4377-8041-a47f5b65a56d,eml://ecoinformatics.org/eml-2.1.1,2019-08-23T17:49:55.256Z,urn:node:ARCTIC,0.70731705,0.93,0.57,0.67,0.5,urn:uuid:0ec88715-fa58-4af0-82aa-44e76347ed72,urn:uuid:223d872e-ad5b-484e-800e-24d3230f5c43,arctic-data.13809.1
doi:10.18739/A2Z02Z86P,eml://ecoinformatics.org/eml-2.1.1,2019-08-28T00:30:55.217Z,urn:node:ARCTIC,0.82051283,0.92,0.71,0.89,0.73,urn:uuid:3134968c-485e-4b7a-95a8-cd16bfa3f3b2,,urn:uuid:1700ff31-7c88-46db-8ff3-cf4c41fdeebd
urn:uuid:83544a13-d09c-443e-997e-cb231622f30e,eml://ecoinformatics.org/eml-2.1.1,2019-09-11T18:52:31.854Z,urn:node:ARCTIC,0.825,1.0,0.71,0.89,0.64,doi:10.18739/A21N7XM5B,doi:10.18739/A2Q814S37,urn:uuid:0e3c4693-4e6b-47c9-a6e1-d49d5b6516c9
urn:uuid:f78578ba-5702-4da0-94df-051a52d4b73a,eml://ecoinformatics.org/eml-2.1.1,2019-09-11T14:35:23.802Z,urn:node:ARCTIC,0.75,0.92,0.57,0.89,0.55,urn:uuid:6dcbe466-201e-4ac5-96a7-d55c31fd303f,urn:uuid:f98315be-c6ef-4290-b6eb-8665fd9f7d61,urn:uuid:d1beecbf-72e0-488e-913c-acde72e1b769
urn:uuid:55859115-5f00-41fb-8366-c428b72a88ea,eml://ecoinformatics.org/eml-2.1.1,2019-09-09T15:40:13.537Z,urn:node:ARCTIC,0.8,0.92,0.71,0.89,0.64,doi:10.18739/A21R6N07K,urn:uuid:c31beba2-85b5-48db-addb-559e49402e14,urn:uuid:33d71c14-c2c0-44ee-8cc5-b4b448d59a42
doi:10.18739/A2JQ0SV41,eml://ecoinformatics.org/eml-2.1.1,2019-09-04T22:03:11.611Z,urn:node:ARCTIC,0.8780488,1.0,0.71,1.0,0.73,urn:uuid:aefe33e7-f002-4437-9c87-93aa1cbf354a,doi:10.18739/A2NV99B09,urn:uuid:10046799-6d39-4c9a-8351-cc019d794cac
doi:10.18739/A20R9M41W,eml://ecoinformatics.org/eml-2.1.1,2019-09-11T18:33:15.854Z,urn:node:ARCTIC,0.8780488,1.0,0.71,1.0,0.73,urn:uuid:af5b0460-c654-40be-9f26-3567c49fee06,,urn:uuid:ecaabe0e-25ac-4965-a028-03824a4b09cd
doi:10.18739/A2B27PR4P,eml://ecoinformatics.org/eml-2.1.1,2019-09-16T19:10:23.839Z,urn:node:ARCTIC,0.5,0.92,0.57,0.12,0.2,urn:uuid:d285e2f7-1102-4a92-866f-b5272680aa6e,,urn:uuid:43440730-7f38-4e6f-9017-85a2d4612ecb
doi:10.18739/A22J6846K,eml://ecoinformatics.org/eml-2.1.1,2019-09-17T18:13:56.992Z,urn:node:ARCTIC,0.875,1.0,0.71,1.0,0.73,urn:uuid:346842a1-2667-4f05-9f4c-2df5c796f5f6,,urn:uuid:4c52ad67-3172-476d-b00a-e8285093bbb5
doi:10.18739/A2319S30Q,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T21:47:16.265Z,urn:node:ARCTIC,0.74358976,0.83,0.57,0.89,0.64,doi:10.18739/A2H12V73V,,urn:uuid:e88a5779-3316-4363-908d-ae33fcb722e4
doi:10.18739/A2J38KH6V,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T21:54:52.128Z,urn:node:ARCTIC,0.7105263,0.73,0.71,1.0,0.45,doi:10.18739/A2JZ96,doi:10.18739/A25M6275K,urn:uuid:f5d331e6-5316-4661-8a73-d9a0db6ede83
doi:10.18739/A2N29P67H,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T19:25:16.973Z,urn:node:ARCTIC,0.80487806,0.93,0.71,0.89,0.64,doi:10.18739/A2DR2P841,,urn:uuid:0f61ea4c-eeb6-4158-ad93-9eccff7c97b6
doi:10.18739/A2BK16P8T,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T21:46:29.812Z,urn:node:ARCTIC,0.8,0.92,0.43,1.0,0.73,doi:10.18739/A2GX44T8M,,urn:uuid:2861d325-5207-4d98-a416-7f91b6e00491
doi:10.18739/A2RV0D11H,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T19:25:01.325Z,urn:node:ARCTIC,0.80487806,0.93,0.71,0.89,0.64,doi:10.18739/A2DP3X,,arctic-data.14737.1
doi:10.18739/A2FB4WM2Z,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T21:48:40.867Z,urn:node:ARCTIC,0.78571427,0.87,0.57,0.89,0.73,doi:10.18739/A2HQ2T,,arctic-data.13710.1
doi:10.18739/A2PV6B70J,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T21:47:57.128Z,urn:node:ARCTIC,0.73170733,0.86,0.43,0.78,0.73,doi:10.18739/A2H966,,arctic-data.9554.1
doi:10.18739/A2TM72155,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T21:47:42.461Z,urn:node:ARCTIC,0.85365856,1.0,0.57,1.0,0.73,doi:10.18739/A2H542,,arctic-data.14203.1
doi:10.18739/A2QN5ZB5M,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T21:58:33.513Z,urn:node:ARCTIC,0.65789473,0.64,0.71,0.78,0.55,doi:10.18739/A2NZ94,,urn:uuid:e81c764d-7747-421b-9fe2-4d04d2cf40fc
doi:10.18739/A2BG2H960,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T22:00:24.682Z,urn:node:ARCTIC,0.7105263,0.73,0.71,1.0,0.45,doi:10.18739/A2PP21,,urn:uuid:544975e7-51b5-4b93-92c3-94efb6da5a7a
doi:10.18739/A29G5GD6R,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T22:31:21.044Z,urn:node:ARCTIC,0.7368421,0.73,0.71,1.0,0.55,doi:10.18739/A2RV91,,urn:uuid:d0cdb4d1-32fc-4279-ad0f-de966a1e32d5
doi:10.18739/A2154DP4K,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T21:55:53.465Z,urn:node:ARCTIC,0.8780488,1.0,0.71,1.0,0.73,doi:10.18739/A2KW57H4V,doi:10.18739/A24746R72,arctic-data.14771.1
doi:10.18739/A2H41JM7N,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T21:57:02.824Z,urn:node:ARCTIC,0.725,1.0,0.43,0.78,0.55,doi:10.18739/A2N29P623,,urn:uuid:5efaab27-3bfc-42b8-8e67-01ec591172dd
doi:10.18739/A26Q1SH2V,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T22:00:37.651Z,urn:node:ARCTIC,0.85714287,1.0,0.71,1.0,0.64,doi:10.18739/A2PV6B660,,urn:uuid:f7b58633-9732-4113-89ad-8b73b9c8e26e
doi:10.18739/A2PN8XF6V,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T22:01:47.863Z,urn:node:ARCTIC,0.825,0.92,0.71,0.89,0.73,doi:10.18739/A2R28Q,,arctic-data.14656.1
urn:uuid:c31beba2-85b5-48db-addb-559e49402e14,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T23:12:24.358Z,urn:node:ARCTIC,0.8,0.92,0.71,0.89,0.64,urn:uuid:55859115-5f00-41fb-8366-c428b72a88ea,urn:uuid:c2ff8737-a359-49c9-87a5-9f32e69191cc,urn:uuid:33d71c14-c2c0-44ee-8cc5-b4b448d59a42
doi:10.18739/A25H7BT6B,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T23:12:07.046Z,urn:node:ARCTIC,0.85714287,0.93,0.71,1.0,0.73,doi:10.18739/A2ZG6G689,,urn:uuid:3220da67-ef1a-4adb-b7bc-e9d73c8c192f
doi:10.18739/A2F18SF4V,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-19T23:11:42.362Z,urn:node:ARCTIC,0.7105263,0.64,0.71,1.0,0.55,doi:10.18739/A2Z86W,,urn:uuid:d877a3a8-329a-4c8d-bc7d-7d12ec8c74a2
doi:10.18739/A2HT2GB80,eml://ecoinformatics.org/eml-2.1.1,2019-09-20T22:31:42.733Z,urn:node:ARCTIC,0.825,0.92,0.71,1.0,0.64,urn:uuid:15b9daae-76cc-4c09-857d-75dadfff9cf1,,urn:uuid:399c6344-e5ca-4c73-8583-dc0733e4e83e
doi:10.18739/A28911R0D,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-24T19:03:54.609Z,urn:node:ARCTIC,0.72727275,0.87,0.43,0.8,0.67,doi:10.18739/A27D40,,arctic-data.9924.1
doi:10.18739/A2D21RJ45,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-24T18:57:38.832Z,urn:node:ARCTIC,0.8095238,0.93,0.57,0.89,0.73,doi:10.18739/A2469W,,arctic-data.9521.1
doi:10.18739/A2W37KW0M,eml://ecoinformatics.org/eml-2.1.1,2019-09-25T18:50:04.679Z,urn:node:ARCTIC,0.725,1.0,0.71,0.67,0.4,urn:uuid:a7974663-06e3-40e8-ae6d-8df7e95e969e,,urn:uuid:24879065-7edc-4224-ad26-c9365ab860e4
doi:10.18739/A24M9199T,https://eml.ecoinformatics.org/eml-2.2.0,2019-09-24T19:06:01.550Z,urn:node:ARCTIC,0.80487806,0.93,0.57,0.89,0.73,doi:10.18739/A2868R,,arctic-data.10547.1
doi:10.18739/A2QB9V561,eml://ecoinformatics.org/eml-2.1.1,2019-10-03T16:51:53.813Z,urn:node:ARCTIC,0.875,1.0,0.71,1.0,0.73,urn:uuid:86352578-227f-42be-bc54-2118c6b3fce4,,urn:uuid:4c28417c-0935-47e4-a02e-609d4c728580
doi:10.18739/A2GQ6R26X,https://eml.ecoinformatics.org/eml-2.2.0,2019-10-07T17:21:49.204Z,urn:node:ARCTIC,0.85,1.0,0.71,1.0,0.64,urn:uuid:babf33a8-4265-4ecf-aaf8-dc8f0de02259,,urn:uuid:33d71c14-c2c0-44ee-8cc5-b4b448d59a42
