pid,formatId,dateUploaded,datasource,scoreOverall,scoreFindable,scoreAccessible,scoreInteroperable,scoreReusable,obsoletes,obsoletedBy,sequenceId
urn:uuid:638b51c5-9c6f-44a5-a75a-be72d389f506,eml://ecoinformatics.org/eml-2.1.1,2018-01-30T20:28:14.314Z,urn:node:ARCTIC,0.65,1.0,0.14,0.67,0.5,urn:uuid:d39b364e-7376-4878-9da0-ce94b9ecb5aa,urn:uuid:895b91b2-bfd1-49a0-ac1c-309bf9247a6e,arctic-data.14489.1
arctic-data.14632.1,eml://ecoinformatics.org/eml-2.1.1,2018-01-31T00:00:00.000Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,,urn:uuid:d41de01b-c428-42e9-8054-c9771bdbaeed,arctic-data.14632.1
arctic-data.14638.1,eml://ecoinformatics.org/eml-2.1.1,2018-01-31T00:00:00.000Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,,urn:uuid:55c4ea8e-89a2-4693-b36b-748500fd636d,arctic-data.14638.1
urn:uuid:03eb52c6-4421-4056-8c41-8f396f2e5913,eml://ecoinformatics.org/eml-2.1.1,2018-02-01T23:56:12.580Z,urn:node:ARCTIC,0.85365856,1.0,0.57,1.0,0.73,urn:uuid:d27727b1-6114-4df5-90de-3d975665ff4c,urn:uuid:191ff021-2ff5-42ce-9de6-355172c7e46b,arctic-data.14565.1
urn:uuid:e4f78dc5-fb0b-4a95-bf0d-225ce46e21df,eml://ecoinformatics.org/eml-2.1.1,2018-02-02T17:28:26.008Z,urn:node:ARCTIC,0.675,1.0,0.29,0.67,0.5,urn:uuid:728d72d6-3bd1-4aec-9a69-20547941595f,urn:uuid:9032a4d5-1eb3-4ae1-b747-532b5e5063bc,urn:uuid:b3c96c50-ab16-440f-992f-470d019cab0b
urn:uuid:85ba448c-d83f-4f0f-b98c-b072a7fa8eeb,eml://ecoinformatics.org/eml-2.1.1,2018-02-02T17:38:09.858Z,urn:node:ARCTIC,0.675,1.0,0.29,0.67,0.5,urn:uuid:684c2079-299a-49b1-9716-d19307dff807,urn:uuid:1e3d7da6-2933-49b6-9dd0-2aa0a632f8cf,urn:uuid:9f70725d-1eeb-4f05-8008-62457241f117
urn:uuid:b533fd70-0834-4746-9a12-96827fb19b0c,eml://ecoinformatics.org/eml-2.1.1,2018-02-02T17:56:00.426Z,urn:node:ARCTIC,0.75609756,0.93,0.29,1.0,0.64,urn:uuid:28ee4113-d0a9-4fdf-84ea-978e7f9ae14d,doi:10.18739/A21P1R,urn:uuid:c860e2c6-39d2-4231-83fe-503530de47ad
urn:uuid:008bdab1-416c-42b1-a62f-aa8919362293,eml://ecoinformatics.org/eml-2.1.1,2018-02-02T17:58:57.768Z,urn:node:ARCTIC,0.75609756,0.93,0.29,1.0,0.64,urn:uuid:9e564348-b6b2-42ec-a747-b86c6606e06d,doi:10.18739/A2956Z,urn:uuid:e846cecd-369f-4b5f-8a90-c92960fbc535
urn:uuid:1e3d7da6-2933-49b6-9dd0-2aa0a632f8cf,eml://ecoinformatics.org/eml-2.1.1,2018-02-02T18:02:22.922Z,urn:node:ARCTIC,0.75609756,0.93,0.29,1.0,0.64,urn:uuid:85ba448c-d83f-4f0f-b98c-b072a7fa8eeb,doi:10.18739/A2DV9X,urn:uuid:9f70725d-1eeb-4f05-8008-62457241f117
urn:uuid:6753caec-9359-48a7-99a8-91914c92200b,eml://ecoinformatics.org/eml-2.1.1,2018-01-31T19:16:58.682Z,urn:node:ARCTIC,0.7,1.0,0.57,0.67,0.4,urn:uuid:22f09a87-912b-44fb-a2f7-fc69b38c9e57,doi:10.18739/A2TK3M,arctic-data.14415.1
urn:uuid:2564fc6c-7a6e-4136-8360-8b7b1f448ca5,eml://ecoinformatics.org/eml-2.1.1,2018-02-02T17:44:00.910Z,urn:node:ARCTIC,0.41025642,0.79,0.14,0.12,0.3,arctic-data.14285.4,urn:uuid:8a1d9eee-e605-4c6d-b6c7-e3a200137b96,arctic-data.14285.1
urn:uuid:2512722a-41ca-4426-9731-42500903c4f5,eml://ecoinformatics.org/eml-2.1.1,2018-02-06T00:59:06.219Z,urn:node:ARCTIC,0.80487806,1.0,0.57,0.78,0.73,urn:uuid:c0001f9d-5878-45ae-9a68-7415be7f97b2,urn:uuid:575ca1fe-d474-42c2-8cca-12b2a30f26a7,arctic-data.14549.1
urn:uuid:cb72c12c-963a-40ab-9432-c786d9e37fb3,eml://ecoinformatics.org/eml-2.1.1,2018-02-08T21:54:31.480Z,urn:node:ARCTIC,0.43589744,0.86,0.14,0.12,0.3,urn:uuid:0e28f914-bfd0-4006-b253-3f9109e37870,urn:uuid:40c0c979-e9d4-48a8-8fb7-0c00539aee31,arctic-data.14286.1
urn:uuid:f3a1616e-11e8-416d-bd2f-3a4fbc15c61b,eml://ecoinformatics.org/eml-2.1.1,2018-02-06T23:10:22.770Z,urn:node:ARCTIC,0.75609756,0.93,0.57,0.89,0.55,urn:uuid:3fabafb9-5950-4847-bc72-e5b1da2504dc,urn:uuid:018bcb3f-ca2e-4a86-9845-d1c5fca81a40,arctic-data.9837.1
urn:uuid:b4682a4d-1c95-4912-8e94-032b9ac7222d,eml://ecoinformatics.org/eml-2.1.1,2018-02-08T21:14:53.280Z,urn:node:ARCTIC,0.80487806,1.0,0.57,0.78,0.73,urn:uuid:6500dce2-a8f4-45c6-830a-f960f5fa6c94,doi:10.18739/A2HG45,arctic-data.14549.1
urn:uuid:0e28f914-bfd0-4006-b253-3f9109e37870,eml://ecoinformatics.org/eml-2.1.1,2018-02-08T20:24:34.303Z,urn:node:ARCTIC,0.43589744,0.79,0.29,0.12,0.3,arctic-data.14286.6,urn:uuid:cb72c12c-963a-40ab-9432-c786d9e37fb3,arctic-data.14286.1
urn:uuid:058623a5-5c91-4fad-aad4-ea0e88a8cd09,eml://ecoinformatics.org/eml-2.1.1,2018-02-12T21:34:40.834Z,urn:node:ARCTIC,0.73170733,1.0,0.29,0.78,0.64,urn:uuid:4c51db94-1afb-474f-8fd3-a8d43e23385e,doi:10.18739/A2SG4N,arctic-data.14644.1
urn:uuid:9ccb3c68-3ddb-4c15-937e-21d7aba11347,eml://ecoinformatics.org/eml-2.1.1,2018-02-12T21:48:27.185Z,urn:node:ARCTIC,0.75,0.85,0.57,1.0,0.55,urn:uuid:03ceaa22-3782-4494-9062-2ca02aec17b9,doi:10.18739/A21W0F,arctic-data.13954.1
urn:uuid:4c51db94-1afb-474f-8fd3-a8d43e23385e,eml://ecoinformatics.org/eml-2.1.1,2018-02-12T21:30:18.476Z,urn:node:ARCTIC,0.73170733,1.0,0.29,0.78,0.64,arctic-data.14644.1,urn:uuid:058623a5-5c91-4fad-aad4-ea0e88a8cd09,arctic-data.14644.1
urn:uuid:9b871389-fbef-4d99-96c8-d3749ccd4889,eml://ecoinformatics.org/eml-2.1.1,2018-02-12T22:12:00.046Z,urn:node:ARCTIC,0.65,1.0,0.57,0.67,0.2,urn:uuid:dd9cd269-ef43-41cf-8d47-b078a6f06a75,urn:uuid:dcdf0df9-629e-4c7e-8396-cedcc1961467,arctic-data.14322.1
urn:uuid:84530e34-8db0-4d53-9056-1a15936164dc,eml://ecoinformatics.org/eml-2.1.1,2018-02-12T21:40:25.448Z,urn:node:ARCTIC,0.73170733,1.0,0.29,0.78,0.64,urn:uuid:cffadb4c-447b-413f-a871-efa574aad74d,doi:10.18739/A2HV9V,arctic-data.14632.1
urn:uuid:ba9f1ae0-f47a-454f-8d9d-1811facf5193,eml://ecoinformatics.org/eml-2.1.1,2018-02-12T22:01:20.585Z,urn:node:ARCTIC,0.73170733,1.0,0.29,0.78,0.64,urn:uuid:55c4ea8e-89a2-4693-b36b-748500fd636d,doi:10.18739/A2NP2Q,arctic-data.14638.1
urn:uuid:d82bea1f-9796-4a1e-9f1b-713f63038b1c,eml://ecoinformatics.org/eml-2.1.1,2018-02-13T22:14:42.674Z,urn:node:ARCTIC,0.4871795,0.93,0.43,0.12,0.2,urn:uuid:89fd72f1-5d30-4078-93d2-99462759d496,urn:uuid:be19bec3-9266-49b9-9493-ce34a9103a49,arctic-data.10015.1
urn:uuid:56c6b20f-3392-4853-a574-afdd4506a6bb,eml://ecoinformatics.org/eml-2.1.1,2018-02-13T00:07:33.251Z,urn:node:ARCTIC,0.675,1.0,0.57,0.67,0.3,urn:uuid:93feb9c0-d21c-43e5-b311-d7bfe125f9fe,urn:uuid:c89183a2-cb44-4799-88f8-233387caba57,arctic-data.14322.1
urn:uuid:18e899eb-6603-4625-9a1b-77babe17b70c,eml://ecoinformatics.org/eml-2.1.1,2018-02-22T00:29:44.065Z,urn:node:ARCTIC,0.7,0.85,0.29,0.89,0.64,urn:uuid:24e7136c-f3fb-4f8f-9da1-c1f0a774c521,urn:uuid:de1076a1-5e22-4bbb-9ee8-f73f4cc36520,arctic-data.14345.1
urn:uuid:de1076a1-5e22-4bbb-9ee8-f73f4cc36520,eml://ecoinformatics.org/eml-2.1.1,2018-02-22T01:39:55.145Z,urn:node:ARCTIC,0.7,0.85,0.29,0.89,0.64,urn:uuid:18e899eb-6603-4625-9a1b-77babe17b70c,urn:uuid:ea080c45-b0fd-454f-95f7-aca0753c2bbd,arctic-data.14345.1
urn:uuid:e44f79ef-5684-47f2-8f99-b4c62188dd48,eml://ecoinformatics.org/eml-2.1.1,2018-02-22T20:40:34.650Z,urn:node:ARCTIC,0.43589744,0.86,0.29,0.12,0.2,urn:uuid:b4d64171-97c6-4587-925b-3747bae6fc5b,urn:uuid:3d4ad94c-d683-4779-8203-ea16f56c98ec,urn:uuid:3acc4394-8ad7-4d53-9e05-a3352145499a
urn:uuid:ea080c45-b0fd-454f-95f7-aca0753c2bbd,eml://ecoinformatics.org/eml-2.1.1,2018-02-22T17:44:15.900Z,urn:node:ARCTIC,0.7,0.85,0.29,0.89,0.64,urn:uuid:de1076a1-5e22-4bbb-9ee8-f73f4cc36520,urn:uuid:9bf1c039-b74d-4181-b8fd-e548dd2e5c00,arctic-data.14345.1
arctic-data.14666.2,eml://ecoinformatics.org/eml-2.1.1,2018-02-17T00:00:00.000Z,urn:node:ARCTIC,0.64285713,0.94,0.29,0.67,0.4,arctic-data.14666.1,urn:uuid:e3708b3c-2a47-42fd-894f-c1b63488bbef,arctic-data.14666.1
arctic-data.14667.1,eml://ecoinformatics.org/eml-2.1.1,2018-02-17T00:00:00.000Z,urn:node:ARCTIC,0.36842105,0.69,0.29,0.12,0.2,,arctic-data.14667.2,arctic-data.14667.1
urn:uuid:65b1a1a5-412e-41ac-b5b1-d5a7ba5f6ae6,eml://ecoinformatics.org/eml-2.1.1,2018-03-02T22:19:27.916Z,urn:node:ARCTIC,0.85,1.0,0.71,0.89,0.73,,urn:uuid:b9d6332e-38c7-45aa-bb4b-2af7722d37de,urn:uuid:65b1a1a5-412e-41ac-b5b1-d5a7ba5f6ae6
urn:uuid:5b70154a-85fc-4c4d-b744-dcbd92299289,eml://ecoinformatics.org/eml-2.1.1,2018-03-02T22:48:02.498Z,urn:node:ARCTIC,0.825,1.0,0.57,0.89,0.73,urn:uuid:b9d6332e-38c7-45aa-bb4b-2af7722d37de,doi:10.18739/A2400D,urn:uuid:65b1a1a5-412e-41ac-b5b1-d5a7ba5f6ae6
urn:uuid:3fda6b76-98d9-42b5-adcd-3b80ed63ad9f,eml://ecoinformatics.org/eml-2.1.1,2018-03-02T19:03:58.193Z,urn:node:ARCTIC,0.6,0.93,0.29,0.67,0.3,arctic-data.14686.2,urn:uuid:c76c5dbb-b07e-4dd1-80ea-56e3d463e6c3,arctic-data.14686.1
arctic-data.14686.1,eml://ecoinformatics.org/eml-2.1.1,2018-02-28T00:00:00.000Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,,arctic-data.14686.2,arctic-data.14686.1
urn:uuid:74f7839c-5b70-4a3c-9802-e391bf90ddfc,eml://ecoinformatics.org/eml-2.1.1,2018-03-07T16:47:28.141Z,urn:node:ARCTIC,0.7804878,0.93,0.29,1.0,0.73,urn:uuid:093f2198-292b-4ffb-92f8-582f88db10e7,urn:uuid:ac51c6d7-db5d-4ff1-a9a1-b297c74e36e7,arctic-data.14442.1
urn:uuid:8a24bda2-94b9-45bc-b6c5-3b0aca1ddb80,eml://ecoinformatics.org/eml-2.1.1,2018-03-06T22:46:39.065Z,urn:node:ARCTIC,0.8292683,1.0,0.57,1.0,0.64,urn:uuid:359d2945-5637-4efb-8f7d-17013b67c71d,urn:uuid:02b80463-fdd4-4fa1-91de-b540ad13365c,arctic-data.9848.1
urn:uuid:ac51c6d7-db5d-4ff1-a9a1-b297c74e36e7,eml://ecoinformatics.org/eml-2.1.1,2018-03-07T16:49:41.684Z,urn:node:ARCTIC,0.7804878,0.93,0.29,1.0,0.73,urn:uuid:74f7839c-5b70-4a3c-9802-e391bf90ddfc,doi:10.18739/A2J004,arctic-data.14442.1
urn:uuid:c32c75ff-d38e-4ad3-a245-2ba9c775a9d5,eml://ecoinformatics.org/eml-2.1.1,2018-03-03T00:49:16.673Z,urn:node:ARCTIC,0.7619048,1.0,0.29,1.0,0.55,urn:uuid:56971de7-3b4a-4450-9e1a-d602871e67bf,doi:10.18739/A2DZ9Z,arctic-data.14186.1
urn:uuid:359d2945-5637-4efb-8f7d-17013b67c71d,eml://ecoinformatics.org/eml-2.1.1,2018-03-06T22:40:59.194Z,urn:node:ARCTIC,0.8292683,1.0,0.57,1.0,0.64,doi:10.18739/A29X08,urn:uuid:8a24bda2-94b9-45bc-b6c5-3b0aca1ddb80,arctic-data.9848.1
urn:uuid:20f1fc0c-c82f-434a-8ca2-071bb6ec8bd3,eml://ecoinformatics.org/eml-2.1.1,2018-03-07T17:05:36.801Z,urn:node:ARCTIC,0.43589744,0.93,0.14,0.12,0.2,,urn:uuid:bb14bf86-79eb-4a84-9734-4a1de99523d1,urn:uuid:20f1fc0c-c82f-434a-8ca2-071bb6ec8bd3
urn:uuid:ff7b6c91-cfcd-49f5-b10f-f39e9b5b3b47,eml://ecoinformatics.org/eml-2.1.1,2018-03-16T19:09:58.057Z,urn:node:ARCTIC,0.525,0.93,0.43,0.12,0.3,urn:uuid:2204af1f-42a2-4f8e-9946-f9d7ab0cdff9,urn:uuid:132b7f37-fed3-4f03-bb2b-dfcb93dad50f,urn:uuid:2204af1f-42a2-4f8e-9946-f9d7ab0cdff9
urn:uuid:0051bf59-fcb9-45d3-ac81-7ee0e45934c0,eml://ecoinformatics.org/eml-2.1.1,2018-03-15T20:34:42.142Z,urn:node:ARCTIC,0.7804878,0.93,0.57,0.89,0.64,urn:uuid:42444230-84a3-41d0-be57-9ed38aa83434,urn:uuid:7bd5a6bd-5414-48a4-98ce-c884fe5d2861,arctic-data.9842.1
urn:uuid:f5b781df-7b0b-481c-b451-f4ad546b0fd2,eml://ecoinformatics.org/eml-2.1.1,2018-03-13T22:17:45.829Z,urn:node:ARCTIC,0.75609756,0.93,0.57,0.89,0.55,urn:uuid:1ba4dcff-09d2-49ad-8ca1-5d24be897149,urn:uuid:20636f27-743b-4a7c-bc41-503812541cc9,arctic-data.9837.1
urn:uuid:3f2694a4-7a04-4462-a9da-36c91125f618,eml://ecoinformatics.org/eml-2.1.1,2018-03-16T19:33:13.969Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,arctic-data.14444.1,urn:uuid:5550f220-6bb6-44c2-8a4a-1c991220032a,arctic-data.14444.1
urn:uuid:3f135ca6-328a-4d9d-834e-87383d0c43f9,eml://ecoinformatics.org/eml-2.1.1,2018-03-15T18:16:43.578Z,urn:node:ARCTIC,0.75609756,0.93,0.57,0.89,0.55,urn:uuid:bff9c2b3-3b4b-4da1-97e5-4de92505f276,urn:uuid:ecedcfcd-c313-470d-8345-6f97438cb465,arctic-data.9842.1
urn:uuid:f62a2679-70ad-4e21-bcb4-6ecd2b908ecd,eml://ecoinformatics.org/eml-2.1.1,2018-03-15T20:46:25.625Z,urn:node:ARCTIC,0.80487806,1.0,0.57,0.89,0.64,urn:uuid:0ea22c21-2c64-4e56-9776-a9102879ae4d,urn:uuid:3d69d6a9-5160-42f8-9c30-fb8e56f7568c,arctic-data.9852.1
urn:uuid:3d69d6a9-5160-42f8-9c30-fb8e56f7568c,eml://ecoinformatics.org/eml-2.1.1,2018-03-15T20:49:58.458Z,urn:node:ARCTIC,0.80487806,1.0,0.57,0.89,0.64,urn:uuid:f62a2679-70ad-4e21-bcb4-6ecd2b908ecd,urn:uuid:bd5c7472-0922-4ebd-a7c8-daa6c92f4ad5,arctic-data.9852.1
urn:uuid:bd5c7472-0922-4ebd-a7c8-daa6c92f4ad5,eml://ecoinformatics.org/eml-2.1.1,2018-03-16T20:33:58.667Z,urn:node:ARCTIC,0.80487806,1.0,0.57,0.89,0.64,urn:uuid:3d69d6a9-5160-42f8-9c30-fb8e56f7568c,urn:uuid:3b2f824f-b33a-4a0f-97f6-9ea7062127b8,arctic-data.9852.1
urn:uuid:ddb41322-d648-41e9-8a49-080631268df0,eml://ecoinformatics.org/eml-2.1.1,2018-03-16T20:56:26.956Z,urn:node:ARCTIC,0.8292683,1.0,0.57,1.0,0.64,urn:uuid:5bdd1b8c-6931-439a-a0db-af704499b5ad,urn:uuid:86e973a1-ac53-45e9-a0b1-bfdc776574db,arctic-data.9848.1
arctic-data.14700.2,eml://ecoinformatics.org/eml-2.1.1,2018-03-15T23:00:00.000Z,urn:node:ARCTIC,0.575,0.86,0.29,0.67,0.3,arctic-data.14700.1,urn:uuid:37c8a65a-4470-4740-858f-5b7e6bb0a976,arctic-data.14700.1
arctic-data.14712.1,eml://ecoinformatics.org/eml-2.1.1,2018-03-19T23:00:00.000Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,,urn:uuid:cbcfb056-b3d3-43af-bfea-345c5ad214c4,arctic-data.14712.1
urn:uuid:d8b11b66-0579-4290-962a-0e7914e4a9df,eml://ecoinformatics.org/eml-2.1.1,2018-03-18T06:47:39.170Z,urn:node:ARCTIC,0.75609756,0.86,0.57,0.89,0.64,urn:uuid:4f15288b-9ded-45a9-b9cb-cb4a8ae087a0,urn:uuid:6cfa08b0-94e6-43c2-949d-7f6e89c93098,arctic-data.9827.1
arctic-data.14714.1,eml://ecoinformatics.org/eml-2.1.1,2018-03-19T23:00:00.000Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,,urn:uuid:1e820c31-4531-4019-9498-3373bb1a1ffa,arctic-data.14714.1
arctic-data.14710.1,eml://ecoinformatics.org/eml-2.1.1,2018-03-19T23:00:00.000Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,,urn:uuid:0c530007-cb0b-4191-b094-134447250743,arctic-data.14710.1
urn:uuid:74945bca-775e-4340-998f-49e7fd09c5ec,eml://ecoinformatics.org/eml-2.1.1,2018-03-20T19:49:53.763Z,urn:node:ARCTIC,0.725,0.85,0.57,0.89,0.55,urn:uuid:275bd796-dc47-461b-a552-bc893a3f1eb4,doi:10.18739/A2JP35,arctic-data.9834.1
urn:uuid:9872e70f-75e8-4c6e-b9aa-52a79ed750dc,eml://ecoinformatics.org/eml-2.1.1,2018-03-20T19:57:48.583Z,urn:node:ARCTIC,0.7804878,0.93,0.57,0.89,0.64,urn:uuid:7bd5a6bd-5414-48a4-98ce-c884fe5d2861,doi:10.18739/A21S1S,arctic-data.9842.1
urn:uuid:6cfa08b0-94e6-43c2-949d-7f6e89c93098,eml://ecoinformatics.org/eml-2.1.1,2018-03-20T20:08:40.830Z,urn:node:ARCTIC,0.73170733,0.79,0.57,0.89,0.64,urn:uuid:d8b11b66-0579-4290-962a-0e7914e4a9df,doi:10.18739/A2SP1K,arctic-data.9827.1
urn:uuid:e3ec69d4-44bd-4f15-8721-2c88fdb7dea8,eml://ecoinformatics.org/eml-2.1.1,2018-03-20T21:14:21.064Z,urn:node:ARCTIC,0.61538464,0.92,0.43,0.67,0.3,arctic-data.14689.2,urn:uuid:555eb91b-ba42-4858-bbf6-abb0406d53ea,arctic-data.14689.1
urn:uuid:91f0db45-8f40-48fa-9d8e-36b70692e74a,eml://ecoinformatics.org/eml-2.1.1,2018-03-22T18:50:34.882Z,urn:node:ARCTIC,0.75609756,0.93,0.57,0.89,0.55,arctic-data.14693.2,urn:uuid:1ac3f086-b48f-47e7-9a30-7cc6b042d54f,arctic-data.14693.1
arctic-data.14730.1,eml://ecoinformatics.org/eml-2.1.1,2018-03-22T23:00:00.000Z,urn:node:ARCTIC,0.575,0.93,0.29,0.67,0.2,,arctic-data.14730.2,arctic-data.14730.1
arctic-data.14739.3,eml://ecoinformatics.org/eml-2.1.1,2018-04-04T23:00:00.000Z,urn:node:ARCTIC,0.5897436,0.85,0.29,0.67,0.4,arctic-data.14739.2,arctic-data.14739.4,arctic-data.14739.1
urn:uuid:d961ef11-20f4-4cae-a7b9-017fdd9d36d5,eml://ecoinformatics.org/eml-2.1.1,2018-03-20T17:20:39.340Z,urn:node:ARCTIC,0.73170733,1.0,0.29,0.89,0.55,urn:uuid:a3a59513-e0e9-4efa-a7d0-a4676a3e8cc2,doi:10.18739/A2FC5W,arctic-data.14686.1
urn:uuid:0a5c2831-a7b6-409b-9d7f-e803a82096ad,eml://ecoinformatics.org/eml-2.1.1,2018-04-04T23:27:47.611Z,urn:node:ARCTIC,0.75,0.92,0.57,0.89,0.55,urn:uuid:4cb8b44c-364d-46bb-9be3-1c85e3d61eb7,doi:10.18739/A26P32,arctic-data.14657.1
urn:uuid:f89954e2-6602-4791-a9f9-44b5bae44394,eml://ecoinformatics.org/eml-2.1.1,2018-04-03T22:35:59.795Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,arctic-data.10117.2,urn:uuid:3bf8b0f1-7a51-424b-a0b5-a8be36189156,arctic-data.10117.1
arctic-data.14739.9,eml://ecoinformatics.org/eml-2.1.1,2018-04-04T23:00:00.000Z,urn:node:ARCTIC,0.5897436,0.85,0.29,0.67,0.4,arctic-data.14739.8,urn:uuid:a682dd98-f9b5-486c-a5b0-90210d9ef345,arctic-data.14739.1
arctic-data.14739.4,eml://ecoinformatics.org/eml-2.1.1,2018-04-04T23:00:00.000Z,urn:node:ARCTIC,0.5897436,0.85,0.29,0.67,0.4,arctic-data.14739.3,arctic-data.14739.5,arctic-data.14739.1
arctic-data.14739.5,eml://ecoinformatics.org/eml-2.1.1,2018-04-04T23:00:00.000Z,urn:node:ARCTIC,0.5897436,0.85,0.29,0.67,0.4,arctic-data.14739.4,arctic-data.14739.6,arctic-data.14739.1
arctic-data.14739.6,eml://ecoinformatics.org/eml-2.1.1,2018-04-04T23:00:00.000Z,urn:node:ARCTIC,0.5897436,0.85,0.29,0.67,0.4,arctic-data.14739.5,arctic-data.14739.7,arctic-data.14739.1
arctic-data.14739.1,eml://ecoinformatics.org/eml-2.1.1,2018-04-04T23:00:00.000Z,urn:node:ARCTIC,0.42105263,0.77,0.29,0.12,0.3,,arctic-data.14739.2,arctic-data.14739.1
urn:uuid:cd0b8afe-0ecc-48ec-979f-4d5fab864bb6,eml://ecoinformatics.org/eml-2.1.1,2018-04-09T20:32:13.104Z,urn:node:ARCTIC,0.525,0.93,0.43,0.12,0.3,,urn:uuid:49f3b070-5c7f-498b-a5e7-943a3b6099aa,urn:uuid:cd0b8afe-0ecc-48ec-979f-4d5fab864bb6
urn:uuid:9200f190-0dab-4dcd-b4d9-e6e9432246aa,eml://ecoinformatics.org/eml-2.1.1,2018-04-09T20:32:06.067Z,urn:node:ARCTIC,0.525,0.93,0.43,0.12,0.3,,urn:uuid:fbfe8691-7159-41a9-b90b-6eebe42fa36d,urn:uuid:9200f190-0dab-4dcd-b4d9-e6e9432246aa
urn:uuid:05e5332d-2527-444e-a215-e06858fe3da2,eml://ecoinformatics.org/eml-2.1.1,2018-04-09T20:32:19.700Z,urn:node:ARCTIC,0.5,0.87,0.43,0.12,0.3,,urn:uuid:3a000016-f326-41bd-9258-376eec1f9418,urn:uuid:05e5332d-2527-444e-a215-e06858fe3da2
urn:uuid:82929d1f-7ebe-40af-a853-dbf7189c3b74,eml://ecoinformatics.org/eml-2.1.1,2018-04-06T22:22:34.236Z,urn:node:ARCTIC,0.775,0.92,0.57,0.78,0.73,urn:uuid:485c7c1e-cf1c-4ae1-a9d5-4e588a4d3c40,urn:uuid:84d31aac-d8eb-4e10-8e4e-041a86965c66,arctic-data.14689.1
urn:uuid:37c8a65a-4470-4740-858f-5b7e6bb0a976,eml://ecoinformatics.org/eml-2.1.1,2018-04-05T19:29:23.075Z,urn:node:ARCTIC,0.8292683,1.0,0.57,0.89,0.73,arctic-data.14700.2,urn:uuid:1393335e-aeb0-4673-9015-4d7bd08ffe61,arctic-data.14700.1
urn:uuid:164c158b-9689-496c-92b7-fca4c8271cd9,eml://ecoinformatics.org/eml-2.1.1,2018-04-11T20:23:09.541Z,urn:node:ARCTIC,0.70731705,1.0,0.57,0.67,0.4,urn:uuid:5a771559-f6ff-4ff9-a2fc-de535979d604,urn:uuid:3578f500-f459-4c65-8c12-0891119a75e8,urn:uuid:604fe251-122b-4804-ab9c-77cc07aac7ab
urn:uuid:3578f500-f459-4c65-8c12-0891119a75e8,eml://ecoinformatics.org/eml-2.1.1,2018-04-11T23:51:00.441Z,urn:node:ARCTIC,0.70731705,1.0,0.57,0.67,0.4,urn:uuid:164c158b-9689-496c-92b7-fca4c8271cd9,doi:10.18739/A2WP2W,urn:uuid:604fe251-122b-4804-ab9c-77cc07aac7ab
urn:uuid:f8cf23ad-6957-468c-b5ee-bca5b87527a8,eml://ecoinformatics.org/eml-2.1.1,2018-04-11T23:44:28.941Z,urn:node:ARCTIC,0.5,0.87,0.43,0.12,0.3,urn:uuid:67d01dab-7a04-4567-8daf-236361efe845,doi:10.18739/A24C6G,arctic-data.14738.1
urn:uuid:e3708b3c-2a47-42fd-894f-c1b63488bbef,eml://ecoinformatics.org/eml-2.1.1,2018-02-28T01:18:51.310Z,urn:node:ARCTIC,0.76744187,0.94,0.43,0.89,0.64,arctic-data.14666.2,urn:uuid:18049e49-bcd5-4e46-aacc-211a54ea8259,arctic-data.14666.1
urn:uuid:f3b318c9-aef1-44aa-a232-f79b725b3473,eml://ecoinformatics.org/eml-2.1.1,2018-04-11T16:32:22.976Z,urn:node:ARCTIC,0.775,0.92,0.57,0.78,0.73,urn:uuid:84d31aac-d8eb-4e10-8e4e-041a86965c66,doi:10.18739/A2FS04,arctic-data.14689.1
urn:uuid:b350d421-48f3-478a-8d34-df0643675c0b,eml://ecoinformatics.org/eml-2.1.1,2018-04-10T23:49:07.497Z,urn:node:ARCTIC,0.8333333,1.0,0.57,1.0,0.64,urn:uuid:22eceb71-4dc2-429a-a40d-60b45af829ec,urn:uuid:59659881-ed97-4089-9422-77260b314c6d,urn:uuid:05e5332d-2527-444e-a215-e06858fe3da2
urn:uuid:59659881-ed97-4089-9422-77260b314c6d,eml://ecoinformatics.org/eml-2.1.1,2018-04-12T16:54:05.306Z,urn:node:ARCTIC,0.8333333,1.0,0.57,1.0,0.64,urn:uuid:b350d421-48f3-478a-8d34-df0643675c0b,doi:10.18739/A2CW0J,urn:uuid:05e5332d-2527-444e-a215-e06858fe3da2
urn:uuid:3d7b1ce9-9e0e-482f-8450-f5bf8db3d939,eml://ecoinformatics.org/eml-2.1.1,2018-04-23T17:26:56.027Z,urn:node:ARCTIC,0.80487806,1.0,0.29,1.0,0.73,urn:uuid:17b01a6e-d5e8-4f8b-bd46-5fa856f8b592,doi:10.18739/A22Z9V,arctic-data.10136.1
